id,source_document,clause,page,normative_level,area,service_group,service_or_check,requirement_text,delta_type,expected_behavior,negative_boundary,preferred_evidence,notes,harmonization_disposition,disposition_rationale,row_role,priority,closure_wave,known_seed_slice,source_trace_strength,repo_evidence_status,official_java_surface,official_java_methods,official_cpp_surface,official_cpp_methods,official_fedpro_surface,official_fedpro_match_or_note,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,coverage_risk_addressed,promotion_rule
HLA2025-FI-SVC-117,IEEE Std 1516.1-2025 Federate Interface Specification,8.18,206,shall,Federate Interface service catalog,Time management,Query Logical Time,"Implement and expose the Query Logical Time RTI service from FI clause 8.18, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.18; verify all clause 8.18.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.18.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): queryLogicalTime; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): queryLogicalTime,covered,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,queryLogicalTime,present,queryLogicalTime,present,queryLogicalTime,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-118,IEEE Std 1516.1-2025 Federate Interface Specification,8.19,207,shall,Federate Interface service catalog,Time management,Query LITS,"Implement and expose the Query LITS RTI service from FI clause 8.19, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.19; verify all clause 8.19.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.19.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): queryLITS; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): queryLITS,covered,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,queryLITS,present,queryLITS,present,queryLITS,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-119,IEEE Std 1516.1-2025 Federate Interface Specification,8.20,208,shall,Federate Interface service catalog,Time management,Modify Lookahead,"Implement and expose the Modify Lookahead RTI service from FI clause 8.20, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.20; verify all clause 8.20.4 postcondition item(s) (2 extracted).",Boundary tests shall cover clause 8.20.3 precondition item(s) (7 extracted) and exception/failure outcomes: Invalid lookahead; Joined federate in Time Advancing state; Time-regulation was not enabled; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): modifyLookahead; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=7; extracted_postconditions=2; extracted_exceptions=8; 2025 Java method(s): modifyLookahead,covered,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,modifyLookahead,present,modifyLookahead,present,modifyLookahead,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-120,IEEE Std 1516.1-2025 Federate Interface Specification,8.21,209,shall,Federate Interface service catalog,Time management,Query Lookahead,"Implement and expose the Query Lookahead RTI service from FI clause 8.21, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.21; verify all clause 8.21.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.21.3 precondition item(s) (6 extracted) and exception/failure outcomes: Time-regulation was not enabled; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): queryLookahead; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=6; extracted_postconditions=1; extracted_exceptions=6; 2025 Java method(s): queryLookahead,covered,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,queryLookahead,present,queryLookahead,present,queryLookahead,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-121,IEEE Std 1516.1-2025 Federate Interface Specification,8.22,210,shall,Federate Interface service catalog,Time management,Retract,"Implement and expose the Retract RTI service from FI clause 8.22, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.22; verify all clause 8.22.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.22.3 precondition item(s) (9 extracted) and exception/failure outcomes: The retraction designator is associated with a message that can no longer be retracted; The message retraction designator is invalid; The federate is not time-regulating; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): retract; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=9; extracted_postconditions=1; extracted_exceptions=8; 2025 Java method(s): retract,covered,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,retract,present,retract,present,retract,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-122,IEEE Std 1516.1-2025 Federate Interface Specification,8.23,211,shall,Federate Interface service catalog,Time management,Request Retraction †,"Implement and expose the Request Retraction callback service from FI clause 8.23, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid callback service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.23; verify all clause 8.23.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.23.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate internal error.,Callback delivery test for FederateAmbassador method(s): requestRetraction; run under EVOKED and IMMEDIATE where applicable; include exception-path callback handling.,extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): requestRetraction,covered,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,high: FI clause + Java API + C++ API; FedPro noted where applicable,not-promoted-to-covered: repo evidence path/test anchor still required,present,requestRetraction,present,requestRetraction,present,requestRetraction,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,"FI service depth requires service-by-service implementation, callback, binding, FedPro, and vendor-route disposition.",Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-123,IEEE Std 1516.1-2025 Federate Interface Specification,8.24,212,shall,Federate Interface service catalog,Time management,Change Attribute Order Type,"Implement and expose the Change Attribute Order Type RTI service from FI clause 8.24, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.24; verify all clause 8.24.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.24.3 precondition item(s) (11 extracted) and exception/failure outcomes: The joined federate does not own the specified instance attributes; The specified class attributes are not available attributes of the known object class; The object instance is not known; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): changeAttributeOrderType; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=11; extracted_postconditions=1; extracted_exceptions=8; 2025 Java method(s): changeAttributeOrderType,covered,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,changeAttributeOrderType,present,changeAttributeOrderType,present,changeAttributeOrderType,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-124,IEEE Std 1516.1-2025 Federate Interface Specification,8.25,213,shall,Federate Interface service catalog,Time management,Change Default Attribute Order Type,"Implement and expose the Change Default Attribute Order Type RTI service from FI clause 8.25, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",modified,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.25; verify all clause 8.25.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.25.3 precondition item(s) (9 extracted) and exception/failure outcomes: The specified class attributes are not available attributes of the object class; The object class is not known; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): changeDefaultAttributeOrderType; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=9; extracted_postconditions=1; extracted_exceptions=7; 2025 Java method(s): changeDefaultAttributeOrderType,covered,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.,service-or-callback,P0,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,changeDefaultAttributeOrderType,present,changeDefaultAttributeOrderType,present,changeDefaultAttributeOrderType,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-125,IEEE Std 1516.1-2025 Federate Interface Specification,8.26,214,shall,Federate Interface service catalog,Time management,Change Interaction Order Type,"Implement and expose the Change Interaction Order Type RTI service from FI clause 8.26, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 8.26; verify all clause 8.26.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 8.26.3 precondition item(s) (8 extracted) and exception/failure outcomes: The joined federate is not publishing the interaction class; The interaction class is not defined in the FDD; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): changeInteractionOrderType; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=8; extracted_postconditions=1; extracted_exceptions=7; 2025 Java method(s): changeInteractionOrderType,covered,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,changeInteractionOrderType,present,changeInteractionOrderType,present,changeInteractionOrderType,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-126,IEEE Std 1516.1-2025 Federate Interface Specification,9.2,226,shall,Federate Interface service catalog,Data distribution management,Create Region,"Implement and expose the Create Region RTI service from FI clause 9.2, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 9.2; verify all clause 9.2.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 9.2.3 precondition item(s) (6 extracted) and exception/failure outcomes: Invalid dimension designator; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): createRegion; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=6; extracted_postconditions=1; extracted_exceptions=6; 2025 Java method(s): createRegion,covered,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,createRegion,present,createRegion,present,createRegion,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python2025/src/hla/backends/python2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-127,IEEE Std 1516.1-2025 Federate Interface Specification,9.3,226,shall,Federate Interface service catalog,Data distribution management,Commit Region Modifications,"Implement and expose the Commit Region Modifications RTI service from FI clause 9.3, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 9.3; verify all clause 9.3.4 postcondition item(s) (3 extracted).",Boundary tests shall cover clause 9.3.3 precondition item(s) (7 extracted) and exception/failure outcomes: The region was not created by the joined federate using the Create Region service; Invalid region; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): commitRegionModifications; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=7; extracted_postconditions=3; extracted_exceptions=7; 2025 Java method(s): commitRegionModifications,covered,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,commitRegionModifications,present,commitRegionModifications,present,commitRegionModifications,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python2025/src/hla/backends/python2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-128,IEEE Std 1516.1-2025 Federate Interface Specification,9.4,227,shall,Federate Interface service catalog,Data distribution management,Delete Region,"Implement and expose the Delete Region RTI service from FI clause 9.4, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 9.4; verify all clause 9.4.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 9.4.3 precondition item(s) (8 extracted) and exception/failure outcomes: The region is in use for update or subscription; The region was not created by the joined federate using the Create Region service; Invalid region; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): deleteRegion; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=8; extracted_postconditions=1; extracted_exceptions=8; 2025 Java method(s): deleteRegion,covered,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,high: FI clause + Java API + C++ API; FedPro noted where applicable,not-promoted-to-covered: repo evidence path/test anchor still required,present,deleteRegion,present,deleteRegion,present,deleteRegion,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python2025/src/hla/backends/python2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,"FI service depth requires service-by-service implementation, callback, binding, FedPro, and vendor-route disposition.",Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-129,IEEE Std 1516.1-2025 Federate Interface Specification,9.5,228,shall,Federate Interface service catalog,Data distribution management,Register Object Instance With Regions,"Implement and expose the Register Object Instance With Regions RTI service from FI clause 9.5, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 9.5; verify all clause 9.5.4 postcondition item(s) (4 extracted).",Boundary tests shall cover clause 9.5.3 precondition item(s) (14 extracted) and exception/failure outcomes: The object instance name was already coadunated with another object instance (if optional object instance name argument is supplied); The object instance name was not reserved (if optional object instance name argument is supplied); The specified dimensions of the region are not a subset of the available dimensions of the specified class attributes in the F….,"Executable service test for RTIambassador method(s): registerObjectInstanceWithRegions (2 overloads); include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=14; extracted_postconditions=4; extracted_exceptions=14; 2025 Java method(s): registerObjectInstanceWithRegions,covered,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,high: FI clause + Java API + C++ API; FedPro noted where applicable,not-promoted-to-covered: repo evidence path/test anchor still required,present,registerObjectInstanceWithRegions,present,registerObjectInstanceWithRegions,present,registerObjectInstanceWithRegions,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python2025/src/hla/backends/python2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,"FI service depth requires service-by-service implementation, callback, binding, FedPro, and vendor-route disposition.",Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-130,IEEE Std 1516.1-2025 Federate Interface Specification,9.6,230,shall,Federate Interface service catalog,Data distribution management,Associate Regions For Updates,"Implement and expose the Associate Regions For Updates RTI service from FI clause 9.6, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 9.6; verify all clause 9.6.4 postcondition item(s) (1 extracted).",Boundary tests shall cover clause 9.6.3 precondition item(s) (12 extracted) and exception/failure outcomes: The dimensions denoted by the region are not a subset of the available dimensions of the specified class attributes in the FDD; The region was not created by the joined federate using the Create Region service; Invalid region; The class attribute is not available; The object instance is not known; Federate save in progress; Federate restore in progress; The….,"Executable service test for RTIambassador method(s): associateRegionsForUpdates; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=12; extracted_postconditions=1; extracted_exceptions=10; 2025 Java method(s): associateRegionsForUpdates,covered,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,present,associateRegionsForUpdates,present,associateRegionsForUpdates,present,associateRegionsForUpdates,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python2025/src/hla/backends/python2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Direct repo evidence and executable anchors now close this FI service row; remaining parity/routing work stays outside the covered claim where noted.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-FI-SVC-131,IEEE Std 1516.1-2025 Federate Interface Specification,9.7,232,shall,Federate Interface service catalog,Data distribution management,Unassociate Regions For Updates,"Implement and expose the Unassociate Regions For Updates RTI service from FI clause 9.7, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",carry-forward,"On valid RTI service invocation/callback, perform the state transition, return value, data exchange, or callback side effect defined by clause 9.7; verify all clause 9.7.4 postcondition item(s) (2 extracted).",Boundary tests shall cover clause 9.7.3 precondition item(s) (11 extracted) and exception/failure outcomes: The region was not created by the joined federate using the Create Region service; Invalid region; The class attribute is not available; The object instance is not known; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error.,"Executable service test for RTIambassador method(s): unassociateRegionsForUpdates; include positive path, precondition failure, and clause-defined exception cases.",extracted_preconditions=11; extracted_postconditions=2; extracted_exceptions=9; 2025 Java method(s): unassociateRegionsForUpdates,covered,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.,service-or-callback,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,high: FI clause + Java API + C++ API; FedPro noted where applicable,not-promoted-to-covered: repo evidence path/test anchor still required,present,unassociateRegionsForUpdates,present,unassociateRegionsForUpdates,present,unassociateRegionsForUpdates,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python2025/src/hla/backends/python2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,"FI service depth requires service-by-service implementation, callback, binding, FedPro, and vendor-route disposition.",Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
