requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-FM-4_5-001,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-CREATE-FEDERATION-EXECUTION-SERVICE,RTI shall provide the Create Federation Execution service.,shall,rti.federation_management.create_federation_execution,unit + federate integration test,TEST-FM-4_5-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.5. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_6-001,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-DESTROY-FEDERATION-EXECUTION-SERVICE,RTI shall provide the Destroy Federation Execution service.,shall,rti.federation_management.destroy_federation_execution,unit + federate integration test,TEST-FM-4_6-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.6. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_7-001,IEEE 1516.1-2010 (2010 edition),4.7,Federate Interface Specification,CAP-FM,FM-LIST-FEDERATION-EXECUTIONS-SERVICE,RTI shall provide the List Federation Executions service.,shall,rti.federation_management.list_federation_executions,unit + federate integration test,TEST-FM-4_7-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.7. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_8-001,IEEE 1516.1-2010 (2010 edition),4.8,Federate Interface Specification,CAP-FM,FM-REPORT-FEDERATION-EXECUTIONS-CALLBACK-SE,RTI shall issue the Report Federation Executions callback service.,shall,rti.federation_management.report_federation_executions,unit + federate integration test,TEST-FM-4_8-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.8. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_9-001,IEEE 1516.1-2010 (2010 edition),4.9,Federate Interface Specification,CAP-FM,FM-JOIN-FEDERATION-EXECUTION-SERVICE,RTI shall provide the Join Federation Execution service.,shall,rti.federation_management.join_federation_execution,unit + federate integration test,TEST-FM-4_9-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.9. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_10-001,IEEE 1516.1-2010 (2010 edition),4.10,Federate Interface Specification,CAP-FM,FM-RESIGN-FEDERATION-EXECUTION-SERVICE,RTI shall provide the Resign Federation Execution service.,shall,rti.federation_management.resign_federation_execution,unit + federate integration test,TEST-FM-4_10-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.10. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_12-001,IEEE 1516.1-2010 (2010 edition),4.12,Federate Interface Specification,CAP-FM,FM-CONFIRM-SYNCHRONIZATION-POINT-REGISTRATI,RTI shall issue the Confirm Synchronization Point Registration callback service.,shall,rti.federation_management.confirm_synchronization_point_registration,unit + federate integration test,TEST-FM-4_12-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.12. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_13-001,IEEE 1516.1-2010 (2010 edition),4.13,Federate Interface Specification,CAP-FM,FM-ANNOUNCE-SYNCHRONIZATION-POINT-CALLBACK-,RTI shall issue the Announce Synchronization Point callback service.,shall,rti.federation_management.announce_synchronization_point,unit + federate integration test,TEST-FM-4_13-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.13. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_14-001,IEEE 1516.1-2010 (2010 edition),4.14,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION-POINT-ACHIEVED-SERVICE,RTI shall provide the Synchronization Point Achieved service.,shall,rti.federation_management.synchronization_point_achieved,unit + federate integration test,TEST-FM-4_14-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.14. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_15-001,IEEE 1516.1-2010 (2010 edition),4.15,Federate Interface Specification,CAP-FM,FM-FEDERATION-SYNCHRONIZED-CALLBACK-SERVICE,RTI shall issue the Federation Synchronized callback service.,shall,rti.federation_management.federation_synchronized,unit + federate integration test,TEST-FM-4_15-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.15. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_16-001,IEEE 1516.1-2010 (2010 edition),4.16,Federate Interface Specification,CAP-FM,FM-REQUEST-FEDERATION-SAVE-SERVICE,RTI shall provide the Request Federation Save service.,shall,rti.federation_management.request_federation_save,unit + federate integration test,TEST-FM-4_16-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.16. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_17-001,IEEE 1516.1-2010 (2010 edition),4.17,Federate Interface Specification,CAP-FM,FM-INITIATE-FEDERATE-SAVE-CALLBACK-SERVICE,RTI shall issue the Initiate Federate Save callback service.,shall,rti.federation_management.initiate_federate_save,unit + federate integration test,TEST-FM-4_17-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.17. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_18-001,IEEE 1516.1-2010 (2010 edition),4.18,Federate Interface Specification,CAP-FM,FM-FEDERATE-SAVE-BEGUN-SERVICE,RTI shall provide the Federate Save Begun service.,shall,rti.federation_management.federate_save_begun,unit + federate integration test,TEST-FM-4_18-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.18. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_19-001,IEEE 1516.1-2010 (2010 edition),4.19,Federate Interface Specification,CAP-FM,FM-FEDERATE-SAVE-COMPLETE-SERVICE,RTI shall provide the Federate Save Complete service.,shall,rti.federation_management.federate_save_complete,unit + federate integration test,TEST-FM-4_19-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.19. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_20-001,IEEE 1516.1-2010 (2010 edition),4.20,Federate Interface Specification,CAP-FM,FM-FEDERATION-SAVED-CALLBACK-SERVICE,RTI shall issue the Federation Saved callback service.,shall,rti.federation_management.federation_saved,unit + federate integration test,TEST-FM-4_20-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.20. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_21-001,IEEE 1516.1-2010 (2010 edition),4.21,Federate Interface Specification,CAP-FM,FM-ABORT-FEDERATION-SAVE-SERVICE,RTI shall provide the Abort Federation Save service.,shall,rti.federation_management.abort_federation_save,unit + federate integration test,TEST-FM-4_21-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.21. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_22-001,IEEE 1516.1-2010 (2010 edition),4.22,Federate Interface Specification,CAP-FM,FM-QUERY-FEDERATION-SAVE-STATUS-SERVICE,RTI shall provide the Query Federation Save Status service.,shall,rti.federation_management.query_federation_save_status,unit + federate integration test,TEST-FM-4_22-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.22. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_23-001,IEEE 1516.1-2010 (2010 edition),4.23,Federate Interface Specification,CAP-FM,FM-FEDERATION-SAVE-STATUS-RESPONSE-CALLBACK,RTI shall issue the Federation Save Status Response callback service.,shall,rti.federation_management.federation_save_status_response,unit + federate integration test,TEST-FM-4_23-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.23. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_24-001,IEEE 1516.1-2010 (2010 edition),4.24,Federate Interface Specification,CAP-FM,FM-REQUEST-FEDERATION-RESTORE-SERVICE,RTI shall provide the Request Federation Restore service.,shall,rti.federation_management.request_federation_restore,unit + federate integration test,TEST-FM-4_24-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.24. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_25-001,IEEE 1516.1-2010 (2010 edition),4.25,Federate Interface Specification,CAP-FM,FM-CONFIRM-FEDERATION-RESTORATION-REQUEST-C,RTI shall issue the Confirm Federation Restoration Request callback service.,shall,rti.federation_management.confirm_federation_restoration_request,unit + federate integration test,TEST-FM-4_25-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.25. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_26-001,IEEE 1516.1-2010 (2010 edition),4.26,Federate Interface Specification,CAP-FM,FM-FEDERATION-RESTORE-BEGUN-CALLBACK-SERVIC,RTI shall issue the Federation Restore Begun callback service.,shall,rti.federation_management.federation_restore_begun,unit + federate integration test,TEST-FM-4_26-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.26. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_27-001,IEEE 1516.1-2010 (2010 edition),4.27,Federate Interface Specification,CAP-FM,FM-INITIATE-FEDERATE-RESTORE-CALLBACK-SERVI,RTI shall issue the Initiate Federate Restore callback service.,shall,rti.federation_management.initiate_federate_restore,unit + federate integration test,TEST-FM-4_27-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.27. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_28-001,IEEE 1516.1-2010 (2010 edition),4.28,Federate Interface Specification,CAP-FM,FM-FEDERATE-RESTORE-COMPLETE-SERVICE,RTI shall provide the Federate Restore Complete service.,shall,rti.federation_management.federate_restore_complete,unit + federate integration test,TEST-FM-4_28-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.28. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_29-001,IEEE 1516.1-2010 (2010 edition),4.29,Federate Interface Specification,CAP-FM,FM-FEDERATION-RESTORED-CALLBACK-SERVICE,RTI shall issue the Federation Restored callback service.,shall,rti.federation_management.federation_restored,unit + federate integration test,TEST-FM-4_29-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.29. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_30-001,IEEE 1516.1-2010 (2010 edition),4.30,Federate Interface Specification,CAP-FM,FM-ABORT-FEDERATION-RESTORE-SERVICE,RTI shall provide the Abort Federation Restore service.,shall,rti.federation_management.abort_federation_restore,unit + federate integration test,TEST-FM-4_30-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.30. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_31-001,IEEE 1516.1-2010 (2010 edition),4.31,Federate Interface Specification,CAP-FM,FM-QUERY-FEDERATION-RESTORE-STATUS-SERVICE,RTI shall provide the Query Federation Restore Status service.,shall,rti.federation_management.query_federation_restore_status,unit + federate integration test,TEST-FM-4_31-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.31. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_32-001,IEEE 1516.1-2010 (2010 edition),4.32,Federate Interface Specification,CAP-FM,FM-FEDERATION-RESTORE-STATUS-RESPONSE-CALLB,RTI shall issue the Federation Restore Status Response callback service.,shall,rti.federation_management.federation_restore_status_response,unit + federate integration test,TEST-FM-4_32-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.32. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_2-001,IEEE 1516.1-2010 (2010 edition),5.2,Federate Interface Specification,CAP-DM,DM-PUBLISH-OBJECT-CLASS-ATTRIBUTES-SERVICE,RTI shall provide the Publish Object Class Attributes service.,shall,rti.declaration_management.publish_object_class_attributes,unit + federate integration test,TEST-DM-5_2-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.2. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_3-001,IEEE 1516.1-2010 (2010 edition),5.3,Federate Interface Specification,CAP-DM,DM-UNPUBLISH-OBJECT-CLASS-ATTRIBUTES-SERVIC,RTI shall provide the Unpublish Object Class Attributes service.,shall,rti.declaration_management.unpublish_object_class_attributes,unit + federate integration test,TEST-DM-5_3-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.3. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_4-001,IEEE 1516.1-2010 (2010 edition),5.4,Federate Interface Specification,CAP-DM,DM-PUBLISH-INTERACTION-CLASS-SERVICE,RTI shall provide the Publish Interaction Class service.,shall,rti.declaration_management.publish_interaction_class,unit + federate integration test,TEST-DM-5_4-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.4. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_5-001,IEEE 1516.1-2010 (2010 edition),5.5,Federate Interface Specification,CAP-DM,DM-UNPUBLISH-INTERACTION-CLASS-SERVICE,RTI shall provide the Unpublish Interaction Class service.,shall,rti.declaration_management.unpublish_interaction_class,unit + federate integration test,TEST-DM-5_5-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.5. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_6-001,IEEE 1516.1-2010 (2010 edition),5.6,Federate Interface Specification,CAP-DM,DM-SUBSCRIBE-OBJECT-CLASS-ATTRIBUTES-SERVIC,RTI shall provide the Subscribe Object Class Attributes service.,shall,rti.declaration_management.subscribe_object_class_attributes,unit + federate integration test,TEST-DM-5_6-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.6. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_7-001,IEEE 1516.1-2010 (2010 edition),5.7,Federate Interface Specification,CAP-DM,DM-UNSUBSCRIBE-OBJECT-CLASS-ATTRIBUTES-SERV,RTI shall provide the Unsubscribe Object Class Attributes service.,shall,rti.declaration_management.unsubscribe_object_class_attributes,unit + federate integration test,TEST-DM-5_7-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.7. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_8-001,IEEE 1516.1-2010 (2010 edition),5.8,Federate Interface Specification,CAP-DM,DM-SUBSCRIBE-INTERACTION-CLASS-SERVICE,RTI shall provide the Subscribe Interaction Class service.,shall,rti.declaration_management.subscribe_interaction_class,unit + federate integration test,TEST-DM-5_8-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.8. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_9-001,IEEE 1516.1-2010 (2010 edition),5.9,Federate Interface Specification,CAP-DM,DM-UNSUBSCRIBE-INTERACTION-CLASS-SERVICE,RTI shall provide the Unsubscribe Interaction Class service.,shall,rti.declaration_management.unsubscribe_interaction_class,unit + federate integration test,TEST-DM-5_9-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.9. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_10-001,IEEE 1516.1-2010 (2010 edition),5.10,Federate Interface Specification,CAP-DM,DM-START-REGISTRATION-FOR-OBJECT-CLASS-CALL,RTI shall issue the Start Registration For Object Class callback service.,shall,rti.declaration_management.start_registration_for_object_class,unit + federate integration test,TEST-DM-5_10-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.10. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_11-001,IEEE 1516.1-2010 (2010 edition),5.11,Federate Interface Specification,CAP-DM,DM-STOP-REGISTRATION-FOR-OBJECT-CLASS-CALLB,RTI shall issue the Stop Registration For Object Class callback service.,shall,rti.declaration_management.stop_registration_for_object_class,unit + federate integration test,TEST-DM-5_11-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.11. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_12-001,IEEE 1516.1-2010 (2010 edition),5.12,Federate Interface Specification,CAP-DM,DM-TURN-INTERACTIONS-ON-CALLBACK-SERVICE,RTI shall issue the Turn Interactions On callback service.,shall,rti.declaration_management.turn_interactions_on,unit + federate integration test,TEST-DM-5_12-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.12. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-DM-5_13-001,IEEE 1516.1-2010 (2010 edition),5.13,Federate Interface Specification,CAP-DM,DM-TURN-INTERACTIONS-OFF-CALLBACK-SERVICE,RTI shall issue the Turn Interactions Off callback service.,shall,rti.declaration_management.turn_interactions_off,unit + federate integration test,TEST-DM-5_13-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 5.13. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-OM-6_2-001,IEEE 1516.1-2010 (2010 edition),6.2,Federate Interface Specification,CAP-OM,OM-RESERVE-OBJECT-INSTANCE-NAME-SERVICE,RTI shall provide the Reserve Object Instance Name service.,shall,rti.object_management.reserve_object_instance_name,unit + federate integration test,TEST-OM-6_2-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.2. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-OM-6_3-001,IEEE 1516.1-2010 (2010 edition),6.3,Federate Interface Specification,CAP-OM,OM-OBJECT-INSTANCE-NAME-RESERVED-CALLBACK-S,RTI shall issue the Object Instance Name Reserved callback service.,shall,rti.object_management.object_instance_name_reserved,unit + federate integration test,TEST-OM-6_3-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.3. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-OM-6_4-001,IEEE 1516.1-2010 (2010 edition),6.4,Federate Interface Specification,CAP-OM,OM-RELEASE-OBJECT-INSTANCE-NAME-SERVICE,RTI shall provide the Release Object Instance Name service.,shall,rti.object_management.release_object_instance_name,unit + federate integration test,TEST-OM-6_4-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.4. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-OM-6_5-001,IEEE 1516.1-2010 (2010 edition),6.5,Federate Interface Specification,CAP-OM,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAMES-S,RTI shall provide the Reserve Multiple Object Instance Names service.,shall,rti.object_management.reserve_multiple_object_instance_names,unit + federate integration test,TEST-OM-6_5-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.5. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-OM-6_6-001,IEEE 1516.1-2010 (2010 edition),6.6,Federate Interface Specification,CAP-OM,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESERVED-,RTI shall issue the Multiple Object Instance Names Reserved callback service.,shall,rti.object_management.multiple_object_instance_names_reserved,unit + federate integration test,TEST-OM-6_6-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.6. Expand with arguments, callbacks, preconditions, and exceptions.",CB,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
