requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-DM-5_1-SEM-011,IEEE 1516.1-2010,5.1,Federate Interface Specification,CAP-DM,DM-OVERVIEW,"The RTI shall use DM, DDM, Object Management, Ownership Management, and the FDD hierarchies to determine object discovery classes.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1-SEM-011,planned,P1,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.,SEM,,5.1 bullet list,Declaration Management Overview,semantic,static;native,no,
HLA1516.1-DM-5_1-SEM-012,IEEE 1516.1-2010,5.1,Federate Interface Specification,CAP-DM,DM-OVERVIEW,"The RTI shall use DM, DDM, Object Management, Ownership Management, and the FDD hierarchies to determine attributes available for update and reflection.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1-SEM-012,planned,P1,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.,SEM,,5.1 bullet list,Declaration Management Overview,semantic,static;native,no,
HLA1516.1-DM-5_1-SEM-013,IEEE 1516.1-2010,5.1,Federate Interface Specification,CAP-DM,DM-OVERVIEW,"The RTI shall use DM, DDM, Object Management, Ownership Management, and the FDD hierarchies to determine interactions available for sending.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1-SEM-013,planned,P1,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.,SEM,,5.1 bullet list,Declaration Management Overview,semantic,static;native,no,
HLA1516.1-DM-5_1-SEM-014,IEEE 1516.1-2010,5.1,Federate Interface Specification,CAP-DM,DM-OVERVIEW,"The RTI shall use DM, DDM, Object Management, Ownership Management, and the FDD hierarchies to determine classes at which interactions are received.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1-SEM-014,planned,P1,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.,SEM,,5.1 bullet list,Declaration Management Overview,semantic,static;native,no,
HLA1516.1-DM-5_1-SEM-015,IEEE 1516.1-2010,5.1,Federate Interface Specification,CAP-DM,DM-OVERVIEW,"The RTI shall use DM, DDM, Object Management, Ownership Management, and the FDD hierarchies to determine parameters available for sending and receiving.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1-SEM-015,planned,P1,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.,SEM,,5.1 bullet list,Declaration Management Overview,semantic,static;native,no,
HLA1516.1-DM-5_1-SEM-016,IEEE 1516.1-2010,5.1,Federate Interface Specification,CAP-DM,DM-OVERVIEW,The effects of Declaration Management services shall be independent of federate logical time.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1-SEM-016,planned,P1,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.,SEM,,5.1 final paragraph,Declaration Management Overview,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-001,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,Every class shall have at most one immediate superclass.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-001,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(a),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-002,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,Class hierarchy validation shall reject inheritance cycles.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-002,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(a),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-003,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,Every object class shall have an associated set of class attributes declared in the FDD.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-003,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(b),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-004,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,The implementation shall identify inherited object class attributes from superclasses.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-004,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(c),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-005,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,The implementation shall compute available attributes as declared attributes plus inherited attributes.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-005,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(d),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-006,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,Every interaction class shall have an associated set of parameters declared in the FDD.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-006,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(e),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-007,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,The implementation shall identify inherited interaction parameters from superclasses.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-007,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(f),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-008,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,The implementation shall compute available parameters as declared parameters plus inherited parameters.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-008,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(g),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-009,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,Services taking an object class and attribute set shall accept only available attributes of that object class.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-009,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(h),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_1-STATE-010,IEEE 1516.1-2010,5.1.1,Federate Interface Specification,CAP-DM,DM-FDD-STATIC-PROPERTIES,Services taking an object instance and attribute set shall accept only available attributes of the object instance's known class at the involved federate.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_1-STATE-010,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.1.,STATE,,5.1.1(i),FDD Static Properties,semantic,static;native,no,
HLA1516.1-DM-5_1_2-STATE-001,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,"A class attribute shall be usable in publish, unpublish, subscribe, and unsubscribe object-class-attribute services only when it is available for the specified object class.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-001,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(a),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-002,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall maintain subscribed attributes per joined federate and object class from subscribe/unsubscribe service history.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-002,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(b),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-003,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,Subscribe and unsubscribe actions for one object class shall not alter subscriptions for another object class.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-003,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(b),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-004,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,"A subscribed class attribute shall be either actively subscribed or passively subscribed for a joined federate at an object class, but not both.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-004,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(c),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-005,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall maintain explicitly published attributes per joined federate and object class from publish/unpublish service history.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-005,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(d),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-006,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The first non-empty publication for an object class shall establish publication of that object class at the joined federate.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-006,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(e),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-007,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall support implicit publication of HLAprivilegeToDeleteObject when at least one non-privilege attribute of the class is explicitly published.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-007,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(f),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-008,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall not implicitly publish HLAprivilegeToDeleteObject if that attribute has been explicitly published since publication was most recently established.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-008,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(f)(1),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-009,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall not implicitly publish HLAprivilegeToDeleteObject if that attribute has been explicitly unpublished since publication was most recently established.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-009,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(f)(2),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-010,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall compute published attributes as explicitly published attributes plus any applicable implicit HLAprivilegeToDeleteObject publication.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-010,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(g),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-011,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,Publish and unpublish actions for one object class shall not alter publications for another object class.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-011,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(g),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-012,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,An object class shall be considered subscribed for a joined federate iff at least one attribute of the class is subscribed.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-012,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(h),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-013,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,An object class shall be considered published for a joined federate iff at least one attribute of the class is published.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-013,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(i),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-014,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,Joined federates shall register object instances only for object classes they have published.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-014,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(j),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-015,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The registered class of an object instance shall be the object class supplied when that instance is registered.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-015,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(k),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-016,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,Every object instance shall have one federation-wide registered class that does not change.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-016,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(l),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-017,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,Discovery of an object instance shall establish a discovered class at the discovering joined federate.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-017,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(m),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-018,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,An object instance shall have at most one discovered class per joined federate while known.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-018,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(n),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-019,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,A known object's discovered class shall not change unless the federate locally deletes it and later discovers it again.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-019,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(n),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-020,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,"The RTI shall track object-known state per joined federate based on registration, discovery, local deletion, deletion, and removal callbacks.",shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-020,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(o),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-021,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The known class at a registering federate shall be the object's registered class.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-021,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(o),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-022,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The known class at a discovering federate shall be the object's discovered class.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-022,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(o),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-023,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The corresponding class attribute of an instance attribute shall be determined from the object's known class at the joined federate and the attribute designator.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-023,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(p),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-024,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall identify corresponding instance attributes for a class attribute across known unowned attributes and owned attributes at the joined federate.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-024,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(q),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-025,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,A joined federate shall own and update only instance attributes for which it publishes the corresponding class attribute.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-025,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(r),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_2-STATE-026,IEEE 1516.1-2010,5.1.2,Federate Interface Specification,CAP-DM,DM-OBJECT-CLASS-ATTRIBUTE-CONSTRAINTS,The RTI shall reflect an instance attribute update only to other joined federates subscribed to that attribute's corresponding class attribute from their perspective.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_2-STATE-026,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.2.,STATE,,5.1.2(s),Object Class and Attribute Constraints,semantic,static;native,conditional,
HLA1516.1-DM-5_1_3-STATE-001,IEEE 1516.1-2010,5.1.3,Federate Interface Specification,CAP-DM,DM-INTERACTION-CLASS-PARAMETER-CONSTRAINTS,The RTI shall maintain subscribed interaction classes per joined federate from subscribe/unsubscribe service history.,shall,rti.declaration_management.state_model,unit + integration state-transition test,TEST-HLA1516.1-DM-5_1_3-STATE-001,planned,P0,Detailed Clause 5 extraction v0.4 from IEEE 1516.1-2010 Clause 5.1.3.,STATE,,5.1.3(a),Interaction Class and Parameter Constraints,semantic,static;native,conditional,
