asset_id,asset_type,title,section_ref,status,evidence,gaps
REQ-TIME-ORDER-001,requirement,Timestamp-order queues respect local GALT/LITS-style lower-bound rules and DDM filtering before delivery,1516.1-2010 §8.13,implemented-slice,hla2010/time_management.py; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery,"The distributed-time algorithm remains a local-process approximation, not a proven multi-process LBTS algorithm."
REQ-TIME-ORDER-001,requirement,Timestamp-order queues respect local GALT/LITS-style lower-bound rules and DDM filtering before delivery,1516.1-2010 §8.16,implemented-slice,hla2010/time_management.py; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery,"The distributed-time algorithm remains a local-process approximation, not a proven multi-process LBTS algorithm."
REQ-TIME-ORDER-001,requirement,Timestamp-order queues respect local GALT/LITS-style lower-bound rules and DDM filtering before delivery,1516.1-2010 §8.18,implemented-slice,hla2010/time_management.py; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery,"The distributed-time algorithm remains a local-process approximation, not a proven multi-process LBTS algorithm."
REQ-TIME-ORDER-001,requirement,Timestamp-order queues respect local GALT/LITS-style lower-bound rules and DDM filtering before delivery,1516.1-2010 §9,implemented-slice,hla2010/time_management.py; tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery,"The distributed-time algorithm remains a local-process approximation, not a proven multi-process LBTS algorithm."
REQ-SAVE-RESTORE-001,requirement,Save/restore coordinates with time-state and restores logical-time state,1516.1-2010 §4.16-§4.25,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_scheduled_save_waits_for_time_and_restore_reinstates_time_state,External persistent save-file interchange is not implemented.
REQ-SAVE-RESTORE-001,requirement,Save/restore coordinates with time-state and restores logical-time state,1516.1-2010 §8,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_scheduled_save_waits_for_time_and_restore_reinstates_time_state,External persistent save-file interchange is not implemented.
REQ-SAVE-RESTORE-OBJECT-STATE-001,requirement,"Save/restore reinstates saved object existence, name mapping, attribute values, and ownership state",1516-2010 §12.2,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_object_values_names_and_ownership_state,External persistent save-file interchange is not implemented.
REQ-SAVE-RESTORE-OBJECT-STATE-001,requirement,"Save/restore reinstates saved object existence, name mapping, attribute values, and ownership state",1516.1-2010 §4.24-§4.29,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_object_values_names_and_ownership_state,External persistent save-file interchange is not implemented.
REQ-SAVE-RESTORE-OBJECT-STATE-001,requirement,"Save/restore reinstates saved object existence, name mapping, attribute values, and ownership state",1516.1-2010 §6,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_object_values_names_and_ownership_state,External persistent save-file interchange is not implemented.
REQ-SAVE-RESTORE-OBJECT-STATE-001,requirement,"Save/restore reinstates saved object existence, name mapping, attribute values, and ownership state",1516.1-2010 §7,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_object_values_names_and_ownership_state,External persistent save-file interchange is not implemented.
REQ-SAVE-RESTORE-FEDERATE-LOCAL-STATE-001,requirement,"Save/restore reinstates saved federate runtime flags, policy switches, reporting switches, conveyance state, order-override state, and transportation-override state",1516-2010 §12.2,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_federate_runtime_flags_and_lookahead_state; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_federate_policy_reporting_and_conveyance_switches; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_attribute_and_interaction_order_overrides; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides; packages/hla-verification/src/hla.verification/scenario_target_radar_time.py::run_target_radar_time_window_restore_state_scenario; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_restore_state,
REQ-SAVE-RESTORE-FEDERATE-LOCAL-STATE-001,requirement,"Save/restore reinstates saved federate runtime flags, policy switches, reporting switches, conveyance state, order-override state, and transportation-override state",1516.1-2010 §4.24-§4.29,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_federate_runtime_flags_and_lookahead_state; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_federate_policy_reporting_and_conveyance_switches; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_attribute_and_interaction_order_overrides; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides; packages/hla-verification/src/hla.verification/scenario_target_radar_time.py::run_target_radar_time_window_restore_state_scenario; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_restore_state,
REQ-SAVE-RESTORE-FEDERATE-LOCAL-STATE-001,requirement,"Save/restore reinstates saved federate runtime flags, policy switches, reporting switches, conveyance state, order-override state, and transportation-override state",1516.1-2010 §8,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_federate_runtime_flags_and_lookahead_state; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_federate_policy_reporting_and_conveyance_switches; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_attribute_and_interaction_order_overrides; tests/verification/test_compliance_slice_v011.py::test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides; packages/hla-verification/src/hla.verification/scenario_target_radar_time.py::run_target_radar_time_window_restore_state_scenario; tests/scenarios/test_python_route_parity.py::test_python_route_parity_target_radar_time_window_restore_state,
REQ-SAVE-RESTORE-CALLBACK-POLICY-001,requirement,Save/restore treats callback enablement as local runtime policy rather than persisted federation state,1516-2010 §12.2,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_treats_callback_enablement_as_runtime_policy_not_saved_state,
REQ-SAVE-RESTORE-CALLBACK-POLICY-001,requirement,Save/restore treats callback enablement as local runtime policy rather than persisted federation state,1516.1-2010 §4.24-§4.29,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_treats_callback_enablement_as_runtime_policy_not_saved_state,
REQ-SAVE-RESTORE-TRANSIENT-STATE-001,requirement,Save/restore discards stale pre-restore callback-queue and message-retraction bookkeeping state,1516-2010 §12.2,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_discards_pre_restore_callback_queue_and_retraction_bookkeeping,
REQ-SAVE-RESTORE-TRANSIENT-STATE-001,requirement,Save/restore discards stale pre-restore callback-queue and message-retraction bookkeeping state,1516.1-2010 §4.24-§4.29,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_discards_pre_restore_callback_queue_and_retraction_bookkeeping,
REQ-SAVE-RESTORE-TRANSIENT-STATE-001,requirement,Save/restore discards stale pre-restore callback-queue and message-retraction bookkeeping state,1516.1-2010 §8.21,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/save_restore.py; tests/verification/test_compliance_slice_v011.py::test_restore_discards_pre_restore_callback_queue_and_retraction_bookkeeping,
REQ-DM-DECLARATION-STATE-001,requirement,"Declaration-management state gates registration, update, and interaction send behavior",1516.1-2010 §5.1,implemented-slice,tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_target_radar_scenario.py,
REQ-DM-DECLARATION-STATE-001,requirement,"Declaration-management state gates registration, update, and interaction send behavior",1516.1-2010 §5.1.2,implemented-slice,tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_target_radar_scenario.py,
REQ-DM-DECLARATION-STATE-001,requirement,"Declaration-management state gates registration, update, and interaction send behavior",1516.1-2010 §5.1.3,implemented-slice,tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_target_radar_scenario.py,
REQ-DM-DECLARATION-STATE-001,requirement,"Declaration-management state gates registration, update, and interaction send behavior",1516.1-2010 §5.2,implemented-slice,tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_target_radar_scenario.py,
REQ-DM-DECLARATION-STATE-001,requirement,"Declaration-management state gates registration, update, and interaction send behavior",1516.1-2010 §5.3,implemented-slice,tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_target_radar_scenario.py,
REQ-DM-DECLARATION-STATE-001,requirement,"Declaration-management state gates registration, update, and interaction send behavior",1516.1-2010 §5.4,implemented-slice,tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_target_radar_scenario.py,
REQ-DM-DECLARATION-STATE-001,requirement,"Declaration-management state gates registration, update, and interaction send behavior",1516.1-2010 §5.5,implemented-slice,tests/backends/test_python_backend.py; tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends; tests/scenarios/test_target_radar_scenario.py,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.6,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.7,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.8,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.9,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.9,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.11,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.13,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.17,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.18,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §5.1.5,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §6.1.2,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §6.1.3,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §6.1.4,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §9,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §5.1.5,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §6.1.2,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §6.1.3,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §6.1.4,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §9,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §5.1,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §5.1.5,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §6.1.1,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §6.1.3,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §6.1.7,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
