requirement_id,standard,clause,family,requirement_text,source_type,implementation_area,verification_method,test_id,status
HLA1516.1-OM-6.1.10-001,IEEE 1516.1-2010,6.1.10,OM,RTI shall use transportation types for object updates and interactions as defined by the FDD and service arguments,shall,transportation_runtime,focused integration review,,partial
HLA1516.1-OM-6.1.10-002,IEEE 1516.1-2010,6.1.10,OM,RTI shall support explicit reliable transportation type selection query reporting and restore persistence for object updates and interactions in the currently supported transport subset,shall,transportation_runtime_reliable_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks;mapped_restore=test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides,mapped
HLA1516.1-OM-6.1.10-003,IEEE 1516.1-2010,6.1.10,OM,RTI shall support distinct best-effort versus reliable delivery semantics for object updates and interactions when the FDD and service arguments select different transportation types,shall,transportation_runtime_best_effort,focused integration test,test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates;mapped_restore=test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides,mapped
HLA1516.1-OM-6.1.11-001,IEEE 1516.1-2010,6.1.11,OM,RTI shall preserve externally visible reflect interaction request-update and time-managed callback semantics for the implemented direct unbatched delivery subset,shall,delivery_observer_semantics,focused integration test,test_python_backend_exchange_matrix;test_python_request_attribute_value_update_matrix;test_python_route_parity_target_radar_time_window_output_delivery;test_python_route_parity_target_radar_time_window_consumer_order,mapped
HLA1516.1-OM-6.1.12-001,IEEE 1516.1-2010,6.1.12,OM,RTI shall throttle timed reflected attribute delivery according to explicit and FOM-declared update-rate designators while preserving receive-order delivery that has no logical-time basis,shall,update_rate_runtime,focused integration test,test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;test_update_rate_designator_does_not_suppress_receive_order_updates;test_update_rate_designator_throttles_timed_reflects,mapped
HLA1516.1-OM-6.2-001,IEEE 1516.1-2010,6.2,OM,RTI shall provide Reserve Object Instance Name,shall,object_naming,service verification,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,OM,RTI shall invoke Object Instance Name Reserved when a reservation succeeds,shall,object_naming_callback,callback verification,test_name_reservation_callbacks_report_success_and_failure,mapped
HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,OM,RTI shall provide Release Object Instance Name,shall,object_naming,service verification,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,OM,RTI shall provide Reserve Multiple Object Instance Names,shall,object_naming,service verification,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,OM,RTI shall invoke Multiple Object Instance Names Reserved when multiple-name reservation succeeds,shall,object_naming_callback,callback verification,test_name_reservation_callbacks_report_success_and_failure,mapped
HLA1516.1-OM-6.7-001,IEEE 1516.1-2010,6.7,OM,RTI shall provide Release Multiple Object Instance Names,shall,object_naming,service verification,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.8-001,IEEE 1516.1-2010,6.8,OM,RTI shall provide Register Object Instance,shall,object_registration,service verification,test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore,mapped
HLA1516.1-OM-6.8-002,IEEE 1516.1-2010,6.8,OM,Register Object Instance shall create an object instance of a published object class,shall,object_registration,integration test,test_two_python_federates_share_in_memory_rti,mapped
HLA1516.1-OM-6.8-003,IEEE 1516.1-2010,6.8,OM,RTI shall assign a unique object instance handle to each registered object instance,shall,object_registration,integration test,test_two_python_federates_share_in_memory_rti,mapped
HLA1516.1-OM-6.8-004,IEEE 1516.1-2010,6.8,OM,RTI shall support registration with RTI assigned or federate supplied object instance names,shall,object_registration and naming,focused integration test,test_name_reservation_ddm_regions_ownership_and_time_support,mapped
HLA1516.1-OM-6.9-001,IEEE 1516.1-2010,6.9,OM,RTI shall invoke Discover Object Instance at federates satisfying discovery conditions,shall,object_discovery,focused integration test,test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,mapped
HLA1516.1-OM-6.10-001,IEEE 1516.1-2010,6.10,OM,RTI shall provide Update Attribute Values,shall,object_update,service verification,test_two_python_federates_share_in_memory_rti,mapped
HLA1516.1-OM-6.10-002,IEEE 1516.1-2010,6.10,OM,A federate shall update only attributes it owns and is permitted to publish,shall,object_update,negative integration test,test_strict_publication_gates_registration_update_and_interaction_sends,mapped
HLA1516.1-OM-6.10-003,IEEE 1516.1-2010,6.10,OM,RTI shall route attribute updates to joined federates with relevant subscriptions and scope,shall,object_delivery,focused ddm integration test,test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions,mapped
HLA1516.1-OM-6.10-004,IEEE 1516.1-2010,6.10,OM,RTI shall support RO and TSO attribute updates according to time management rules,shall,object_update and time_management,time integration test,test_timestamp_order_attribute_updates_are_released_in_time_order,mapped
HLA1516.1-OM-6.10-005,IEEE 1516.1-2010,6.10,OM,RTI shall deliver reflected attribute updates with transportation metadata that matches the currently implemented reliable and best-effort transport subset,shall,object_delivery_transport_subset,focused integration test,test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates,mapped
HLA1516.1-OM-6.11-001,IEEE 1516.1-2010,6.11,OM,RTI shall invoke Reflect Attribute Values to deliver attribute updates,shall,object_delivery,integration test,test_two_python_federates_share_in_memory_rti,mapped
HLA1516.1-OM-6.11-002,IEEE 1516.1-2010,6.11,OM,Reflected attributes shall correspond to attributes available at the object instance known class,shall,object_delivery and known_class,focused integration review,test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,partial
HLA1516.1-OM-6.12-001,IEEE 1516.1-2010,6.12,OM,RTI shall provide Send Interaction,shall,interaction_delivery,service verification,test_two_python_federates_share_in_memory_rti,mapped
HLA1516.1-OM-6.12-002,IEEE 1516.1-2010,6.12,OM,A federate shall send only interaction classes it has published,shall,interaction_delivery,negative integration test,test_strict_publication_gates_registration_update_and_interaction_sends,mapped
HLA1516.1-OM-6.12-003,IEEE 1516.1-2010,6.12,OM,Sent interaction parameters shall be available parameters of the interaction class,shall,interaction_delivery,integration test,test_two_python_federates_share_in_memory_rti,mapped
HLA1516.1-OM-6.12-004,IEEE 1516.1-2010,6.12,OM,RTI shall support RO and TSO interactions according to time management rules,shall,interaction_delivery and time_management,focused integration review,,partial
HLA1516.1-OM-6.12-005,IEEE 1516.1-2010,6.12,OM,RTI shall deliver received interactions with transportation metadata that matches the currently implemented reliable and best-effort transport subset,shall,interaction_delivery_transport_subset,focused integration test,test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates,mapped
HLA1516.1-OM-6.13-001,IEEE 1516.1-2010,6.13,OM,RTI shall invoke Receive Interaction for matching subscribed federates,shall,interaction_delivery,integration test,test_two_python_federates_share_in_memory_rti,mapped
HLA1516.1-OM-6.14-001,IEEE 1516.1-2010,6.14,OM,RTI shall provide Delete Object Instance,shall,object_deletion,service verification,test_delete_and_local_delete_object_instance_reject_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.14-002,IEEE 1516.1-2010,6.14,OM,Delete Object Instance shall remove an object instance from the federation execution according to ownership and time rules,shall,object_deletion,focused integration review,,partial
HLA1516.1-OM-6.15-001,IEEE 1516.1-2010,6.15,OM,RTI shall invoke Remove Object Instance at federates that know the deleted object instance,shall,object_deletion and discovery,focused integration test,test_delete_object_instance_notifies_known_federates_with_remove_object_instance,mapped
HLA1516.1-OM-6.16-001,IEEE 1516.1-2010,6.16,OM,RTI shall provide Local Delete Object Instance,shall,local_object_knowledge,service verification,test_delete_and_local_delete_object_instance_reject_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.16-002,IEEE 1516.1-2010,6.16,OM,Local Delete Object Instance shall remove knowledge of the object instance only at the invoking federate,shall,local_object_knowledge,focused integration test,test_local_delete_clears_only_local_knowledge_and_object_can_be_rediscovered,mapped
HLA1516.1-OM-6.17-001,IEEE 1516.1-2010,6.17,OM,RTI shall invoke Attributes In Scope when subscribed attributes become in scope,shall,object_scope,focused ddm callback test,test_attributes_in_scope_and_out_of_scope_callbacks_track_region_scope_transitions,mapped
HLA1516.1-OM-6.18-001,IEEE 1516.1-2010,6.18,OM,RTI shall invoke Attributes Out Of Scope when subscribed attributes go out of scope,shall,object_scope,focused ddm callback test,test_attributes_in_scope_and_out_of_scope_callbacks_track_region_scope_transitions,mapped
HLA1516.1-OM-6.19-001,IEEE 1516.1-2010,6.19,OM,RTI shall provide Request Attribute Value Update,shall,object_refresh,service verification,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.19-002,IEEE 1516.1-2010,6.19,OM,Request Attribute Value Update shall cause relevant owning federates to receive a request to provide current values,shall,object_refresh,focused integration test,test_request_attribute_value_update_routes_only_to_relevant_object_owners,mapped
HLA1516.1-OM-6.20-001,IEEE 1516.1-2010,6.20,OM,RTI shall invoke Provide Attribute Value Update at relevant owning federates when Request Attribute Value Update selects their object instance attributes,shall,object_refresh_callback,focused integration test,test_request_attribute_value_update_routes_only_to_relevant_object_owners,mapped
HLA1516.1-OM-6.20-002,IEEE 1516.1-2010,6.20,OM,Provide Attribute Value Update shall carry the requested object instance handle attribute set and user supplied tag for each relevant owning federate,shall,object_refresh_callback,focused integration test,test_request_attribute_value_update_routes_only_to_relevant_object_owners,mapped
HLA1516.1-OM-6.21-001,IEEE 1516.1-2010,6.21,OM,RTI shall invoke Turn Updates On For Object Instance when subscribed demand makes a published object instance attribute set newly relevant to the owning federate,shall,object_update_relevance_callback,focused callback integration test,test_turn_updates_on_and_off_callbacks_follow_object_instance_relevance,mapped
HLA1516.1-OM-6.21-002,IEEE 1516.1-2010,6.21,OM,Turn Updates On For Object Instance shall carry the object instance handle relevant attribute set and applicable update rate designator when one is in effect,shall,object_update_relevance_callback_payload,focused callback integration test,test_turn_updates_on_and_off_callbacks_follow_object_instance_relevance;mapped_negative=test_turn_updates_object_instance_callbacks_validate_state_arguments_and_wrap_callback_failures,mapped
HLA1516.1-OM-6.22-001,IEEE 1516.1-2010,6.22,OM,RTI shall invoke Turn Updates Off For Object Instance when subscribed demand no longer exists for a published object instance attribute set,shall,object_update_relevance_callback,focused callback integration test,test_turn_updates_on_and_off_callbacks_follow_object_instance_relevance,mapped
HLA1516.1-OM-6.23-001,IEEE 1516.1-2010,6.23,OM,RTI shall provide Request Attribute Transportation Type Change across the full transportation semantic space defined by the standard,shall,transportation_attribute_change,focused integration review,,partial
HLA1516.1-OM-6.23-002,IEEE 1516.1-2010,6.23,OM,RTI shall support Request Attribute Transportation Type Change for the currently implemented reliable and best-effort transport subset and shall persist that selected attribute transport state across restore,shall,transportation_attribute_change_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks;mapped_runtime=test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates;mapped_restore=test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides;negative=test_request_attribute_transportation_type_change_rejects_not_connected_not_joined_and_unknown_object,mapped
HLA1516.1-OM-6.24-001,IEEE 1516.1-2010,6.24,OM,RTI shall invoke Confirm Attribute Transportation Type Change when a requested attribute transport change takes effect across the full standard transportation semantic space,shall,transportation_attribute_change_callback,focused integration review,,partial
HLA1516.1-OM-6.24-002,IEEE 1516.1-2010,6.24,OM,RTI shall invoke Confirm Attribute Transportation Type Change for the currently implemented reliable and best-effort transport subset,shall,transportation_attribute_change_callback_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks,mapped
HLA1516.1-OM-6.24-003,IEEE 1516.1-2010,6.24,OM,RTI shall not emit Confirm Attribute Transportation Type Change when the corresponding change request is rejected for invalid state handle ownership publication or transport inputs,shall,transportation_attribute_change_callback_negative,negative integration test,test_request_attribute_transportation_type_change_rejects_not_connected_not_joined_and_unknown_object,mapped
HLA1516.1-OM-6.25-001,IEEE 1516.1-2010,6.25,OM,RTI shall provide Query Attribute Transportation Type across the full transportation semantic space defined by the standard,shall,transportation_attribute_query,focused integration review,,partial
HLA1516.1-OM-6.25-002,IEEE 1516.1-2010,6.25,OM,RTI shall report stored attribute transportation overrides for the currently implemented reliable and best-effort transport subset,shall,transportation_attribute_query_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks;negative=test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.26-001,IEEE 1516.1-2010,6.26,OM,RTI shall invoke Report Attribute Transportation Type across the full transportation semantic space defined by the standard,shall,transportation_attribute_report,focused integration review,,partial
HLA1516.1-OM-6.26-002,IEEE 1516.1-2010,6.26,OM,RTI shall invoke Report Attribute Transportation Type for the currently implemented reliable and best-effort transport subset,shall,transportation_attribute_report_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks,mapped
HLA1516.1-OM-6.26-003,IEEE 1516.1-2010,6.26,OM,RTI shall not emit Report Attribute Transportation Type when the corresponding query is rejected for invalid state object or attribute inputs,shall,transportation_attribute_report_negative,negative integration test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.27-001,IEEE 1516.1-2010,6.27,OM,RTI shall provide Request Interaction Transportation Type Change across the full transportation semantic space defined by the standard,shall,transportation_interaction_change,focused integration review,,partial
HLA1516.1-OM-6.27-002,IEEE 1516.1-2010,6.27,OM,RTI shall support Request Interaction Transportation Type Change for the currently implemented reliable and best-effort transport subset and shall persist that selected interaction transport state across restore,shall,transportation_interaction_change_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks;mapped_runtime=test_best_effort_transport_changes_callback_transport_and_splits_mixed_attribute_updates;mapped_restore=test_restore_reinstates_saved_attribute_and_interaction_transportation_overrides;negative=test_request_interaction_transportation_type_change_rejects_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.28-001,IEEE 1516.1-2010,6.28,OM,RTI shall invoke Confirm Interaction Transportation Type Change when a requested interaction transport change takes effect across the full standard transportation semantic space,shall,transportation_interaction_change_callback,focused integration review,,partial
HLA1516.1-OM-6.28-002,IEEE 1516.1-2010,6.28,OM,RTI shall invoke Confirm Interaction Transportation Type Change for the currently implemented reliable and best-effort transport subset,shall,transportation_interaction_change_callback_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks,mapped
HLA1516.1-OM-6.28-003,IEEE 1516.1-2010,6.28,OM,RTI shall not emit Confirm Interaction Transportation Type Change when the corresponding change request is rejected for invalid state class publication or transport inputs,shall,transportation_interaction_change_callback_negative,negative integration test,test_request_interaction_transportation_type_change_rejects_not_connected_not_joined_and_save_restore,mapped
HLA1516.1-OM-6.29-001,IEEE 1516.1-2010,6.29,OM,RTI shall provide Query Interaction Transportation Type across the full transportation semantic space defined by the standard,shall,transportation_interaction_query,focused integration review,,partial
HLA1516.1-OM-6.29-002,IEEE 1516.1-2010,6.29,OM,RTI shall report stored interaction transportation overrides for the currently implemented reliable and best-effort transport subset,shall,transportation_interaction_query_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks;negative=test_query_interaction_transportation_type_rejects_not_connected_not_joined_invalid_handle_and_save_restore,mapped
HLA1516.1-OM-6.30-001,IEEE 1516.1-2010,6.30,OM,RTI shall invoke Report Interaction Transportation Type across the full transportation semantic space defined by the standard,shall,transportation_interaction_report,focused integration review,,partial
HLA1516.1-OM-6.30-002,IEEE 1516.1-2010,6.30,OM,RTI shall invoke Report Interaction Transportation Type for the currently implemented reliable and best-effort transport subset,shall,transportation_interaction_report_subset,focused integration test,test_transportation_type_services_emit_confirm_and_report_callbacks,mapped
HLA1516.1-OM-6.30-003,IEEE 1516.1-2010,6.30,OM,RTI shall not emit Report Interaction Transportation Type when the corresponding query is rejected for invalid state or invalid interaction inputs,shall,transportation_interaction_report_negative,negative integration test,test_query_interaction_transportation_type_rejects_not_connected_not_joined_invalid_handle_and_save_restore,mapped
