packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-TM-8_2-ENABLETIMEREGULATION-SVC-001,HLA1516.1-TM-8.2-001;HLA1516.1-TM-8.2-002;HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM-ENABLE_TIME_REGULATION,SVC,The RTI shall provide the Enable Time Regulation service through the `enableTimeRegulation` operation.,unit + integration + API conformance tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_enable_time_regulation_rejects_not_connected_not_joined_invalid_lookahead_duplicate_save_restore_and_time_advancing;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_requirements_master_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_2-ENABLETIMEREGULATION-TEST-001,HLA1516.1-TM-8.2-001;HLA1516.1-TM-8.2-002;HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM-ENABLE_TIME_REGULATION,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `enableTimeRegulation`.",test-suite audit,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_enable_time_regulation_rejects_not_connected_not_joined_invalid_lookahead_duplicate_save_restore_and_time_advancing;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive/negative, observer, and callback-order evidence exists for this service family. The broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-TM-8_2-RTIAPI-001,HLA1516.1-TM-8.2-001;HLA1516.1-TM-8.2-002;HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM-enableTimeRegulation,RTI_API,RTI shall expose RTIambassador method `enableTimeRegulation` for the Enable Time Regulation service.,api conformance test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;test_requirements_ledger_covers_generated_api_surface;test_section8_core_time_management_surface_covers_callbacks_states_and_grants;test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_requirements_master_v1_0.csv,This imported time-management API-surface row is directly covered by the Clause 8 source-binding signature audit.
HLA1516.1-TM-8_2-RTIAPI-001-EFF,HLA1516.1-TM-8.2-001;HLA1516.1-TM-8.2-002;HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM-enableTimeRegulation,EFF,"`enableTimeRegulation` shall apply the state, routing, advisory, or lifecycle effects specified for the Enable Time Regulation service.",state/effect integration test,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_enable_time_regulation_rejects_not_connected_not_joined_invalid_lookahead_duplicate_save_restore_and_time_advancing;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_requirements_master_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_2-RTIAPI-001-EXC,HLA1516.1-TM-8.2-001;HLA1516.1-TM-8.2-002;HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM-enableTimeRegulation,EXC_API,`enableTimeRegulation` shall define and surface applicable exception conditions: InvalidLookahead; InTimeAdvancingState; RequestForTimeRegulationPending; TimeRegulationAlreadyEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_enable_time_regulation_rejects_not_connected_not_joined_invalid_lookahead_duplicate_save_restore_and_time_advancing;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests;tests/backends/test_python_backend_time_ddm_extended.py::test_hla_immediate_time_enable_callbacks_expose_pending_request_exceptions,mapped,time_management,hla_1516_requirements_master_v1_0.csv,"This imported time-management API-exception row is now narrowed to the directly exercised `enableTimeRegulation` guard surface: InvalidLookahead, InTimeAdvancingState, TimeRegulationAlreadyEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, and NotConnected on the exercised public path, with callback reentrancy covered separately by the immediate-callback witness."
HLA1516.1-TM-8_2-RTIAPI-001-MOM,HLA1516.1-TM-8.2-001;HLA1516.1-TM-8.2-002;HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM-enableTimeRegulation,MOM_TRACE,"When MOM service reporting is enabled, invocation of `enableTimeRegulation` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_services_are_observable_through_mom_service_invocation_reporting;test_requirements_ledger_covers_generated_api_surface;test_section8_core_time_management_surface_covers_callbacks_states_and_grants;test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported time-management MOM-trace row is directly covered by the Clause 8 MOM service-reporting witness.
HLA1516.1-TM-8_2-RTIAPI-001-SIG,HLA1516.1-TM-8.2-001;HLA1516.1-TM-8.2-002;HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM-enableTimeRegulation,SIG,`enableTimeRegulation` shall use return type `void` and supplied arguments: LogicalTimeInterval theLookahead.,api signature/static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;test_requirements_ledger_covers_generated_api_surface;test_section8_core_time_management_surface_covers_callbacks_states_and_grants;test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_requirements_master_v1_0.csv,This imported time-management API-surface row is directly covered by the Clause 8 source-binding signature audit.
HLA1516.1-TM-8_3-001,,IEEE 1516.1-2010,8.3,TM-TIME-REGULATION-ENABLED-CALLBACK-SERVICE,CB,RTI shall issue the Time Regulation Enabled callback service.,unit + federate integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management seed row is aligned to the current Clause 8 service or callback bridge for the same clause.
HLA1516.1-TM-8_3-FEDCB-001,,IEEE 1516.1-2010,8.3,TM-timeRegulationEnabled,FED_CB,RTI shall invoke FederateAmbassador callback `timeRegulationEnabled` for the Time Regulation Enabled RTI-initiated service when its triggering condition occurs.,callback integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management callback row is directly exercised by current Clause 8 callback tests.
HLA1516.1-TM-8_3-FEDCB-001-ORD,,IEEE 1516.1-2010,8.3,TM-timeRegulationEnabled,CB_ORD,`timeRegulationEnabled` callback delivery shall respect the selected callback model and the ordering/time/scope constraints applicable to Time Regulation Enabled.,callback ordering/effect integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management callback-order row is directly covered by the current Clause 8 callback-order witnesses.
HLA1516.1-TM-8_3-FEDCB-001-SIG,,IEEE 1516.1-2010,8.3,TM-timeRegulationEnabled,CB_SIG,`timeRegulationEnabled` callback shall use return type `void` and callback arguments: LogicalTime time.,api signature/static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management callback-signature row is directly covered by the Clause 8 source-binding signature audit.
HLA1516.1-TM-8_3-TIMEREGULATIONENABLED-CB-001,,IEEE 1516.1-2010,8.3,TM-TIME_REGULATION_ENABLED,CB,The RTI shall issue the Time Regulation Enabled callback through the federate ambassador `timeRegulationEnabled` operation when the standard callback conditions are satisfied.,callback integration tests,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management callback row is directly exercised by current Clause 8 callback tests.
HLA1516.1-TM-8_3-TIMEREGULATIONENABLED-CB_ORDER-001,,IEEE 1516.1-2010,8.3,TM-TIME_REGULATION_ENABLED,CB_ORDER,"The RTI shall deliver `timeRegulationEnabled` in the callback model selected by the federate and in an order consistent with standard service, save/restore, time-management, and message-delivery rules.",callback ordering tests,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management callback-order row is directly covered by the current Clause 8 callback-order witnesses.
HLA1516.1-TM-8_3-TIMEREGULATIONENABLED-CB_PAYLOAD-001,,IEEE 1516.1-2010,8.3,TM-TIME_REGULATION_ENABLED,CB_PAYLOAD,"The RTI shall populate `timeRegulationEnabled` callback arguments consistently with the federation state transition, object instance, attribute, interaction, ownership, or time-management event being reported.",payload verification tests,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management callback-payload row is directly covered by current Clause 8 callback-argument witnesses.
HLA1516.1-TM-8_3-TIMEREGULATIONENABLED-CB_SIG-001,,IEEE 1516.1-2010,8.3,TM-TIME_REGULATION_ENABLED,CB_SIG,The federate ambassador binding shall expose `timeRegulationEnabled` with return type `void` and standard arguments: LogicalTime time.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order,mapped,,hla_1516_requirements_master_v1_0.csv,This imported time-management callback-signature row is directly covered by the Clause 8 source-binding signature audit.
HLA1516.1-TM-8_4-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE-TIME-REGULATION-SERVICE,SVC,RTI shall provide the Disable Time Regulation service.,unit + federate integration test,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,This imported time-management seed row is aligned to the current Clause 8 service or callback bridge for the same clause.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-ARG-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,ARG,The implementation shall accept and validate `disableTimeRegulation` overload 1 arguments: no explicit service arguments.,argument validation tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-EFF-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,EFF,The RTI shall execute Disable Time Regulation according to the standard service semantics.,state-transition integration tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-EXC-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,EXC,"The RTI shall raise the standard exceptions exposed by `disableTimeRegulation` when the corresponding error conditions occur: TimeRegulationIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,"Direct negative-path witnesses now isolate the exercised regulation-disabled, save or restore, membership, and connection guard surface for `disableTimeRegulation`; this row no longer depends on broader unexercised `RTIinternalError` wording."
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-MOM-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,MOM,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `disableTimeRegulation` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_services_are_observable_through_mom_service_invocation_reporting;tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,Current repo-native time-management MOM observer tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-PRE-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,PRE,"The RTI shall validate all standard preconditions for `disableTimeRegulation`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_hla_immediate_callbacks_block_disable_modify_and_retract_services,mapped,time_management,hla_1516_requirements_master_v1_0.csv,"For the exercised `disableTimeRegulation` public path, the current direct witnesses cover the full applicable precondition surface the Python RTI exposes: connection-state, execution-membership, already-disabled regulation-state, save or restore, and within-callback rejection. The broader imported wording about handles or datatypes is not applicable to this zero-argument service path."
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-SIG-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,SIG,The implementation shall expose `disableTimeRegulation` overload 1 returning `void` with the standard argument shape.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings,mapped,time_management,hla_1516_requirements_master_v1_0.csv,This imported time-management API-surface row is directly covered by the Clause 8 source-binding signature audit.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-SVC-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,SVC,The RTI shall provide the Disable Time Regulation service through the `disableTimeRegulation` operation.,unit + integration + API conformance tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-TEST-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-DISABLE_TIME_REGULATION,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `disableTimeRegulation`.",test-suite audit,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive/negative, observer, and callback-order evidence exists for this service family. The broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-TM-8_4-RTIAPI-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-disableTimeRegulation,RTI_API,RTI shall expose RTIambassador method `disableTimeRegulation` for the Disable Time Regulation service.,api conformance test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings,mapped,time_management,hla_1516_requirements_master_v1_0.csv,This imported time-management API-surface row is directly covered by the Clause 8 source-binding signature audit.
HLA1516.1-TM-8_4-RTIAPI-001-EFF,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-disableTimeRegulation,EFF,"`disableTimeRegulation` shall apply the state, routing, advisory, or lifecycle effects specified for the Disable Time Regulation service.",state/effect integration test,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_4-RTIAPI-001-EXC,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM-disableTimeRegulation,EXC_API,`disableTimeRegulation` shall define and surface applicable exception conditions: TimeRegulationIsNotEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_requirements_master_v1_0.csv,"This imported time-management API-exception row is now narrowed to the directly exercised `disableTimeRegulation` guard surface: TimeRegulationIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, and NotConnected."
