packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-CPP-4_9-JOINFEDERATIONEXECUTION-009,HLA1516.1-FM-001,IEEE 1516.1-2010,4.9,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::joinFederationExecution` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_10-RESIGNFEDERATIONEXECUTION-010,HLA1516.1-FM-001,IEEE 1516.1-2010,4.10,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::resignFederationExecution` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_11-REGISTERFEDERATIONSYNCHRONIZATIONPOINT-011,HLA1516.1-FM-001,IEEE 1516.1-2010,4.11,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::registerFederationSynchronizationPoint` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_11-REGISTERFEDERATIONSYNCHRONIZATIONPOINT-012,HLA1516.1-FM-001,IEEE 1516.1-2010,4.11,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::registerFederationSynchronizationPoint` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_12-SYNCHRONIZATIONPOINTREGISTRATIONFAILED-155,HLA1516.1-FM-001,IEEE 1516.1-2010,4.12,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::synchronizationPointRegistrationFailed` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_12-SYNCHRONIZATIONPOINTREGISTRATIONSUCCEEDE-154,HLA1516.1-FM-001,IEEE 1516.1-2010,4.12,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::synchronizationPointRegistrationSucceeded` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_13-ANNOUNCESYNCHRONIZATIONPOINT-156,HLA1516.1-FM-001,IEEE 1516.1-2010,4.13,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::announceSynchronizationPoint` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_14-SYNCHRONIZATIONPOINTACHIEVED-013,HLA1516.1-FM-001,IEEE 1516.1-2010,4.14,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::synchronizationPointAchieved` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_15-FEDERATIONSYNCHRONIZED-157,HLA1516.1-FM-001,IEEE 1516.1-2010,4.15,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationSynchronized` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_16-REQUESTFEDERATIONSAVE-014,HLA1516.1-FM-001,IEEE 1516.1-2010,4.16,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::requestFederationSave` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_16-REQUESTFEDERATIONSAVE-015,HLA1516.1-FM-001,IEEE 1516.1-2010,4.16,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::requestFederationSave` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_17-INITIATEFEDERATESAVE-158,HLA1516.1-FM-001,IEEE 1516.1-2010,4.17,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::initiateFederateSave` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_17-INITIATEFEDERATESAVE-159,HLA1516.1-FM-001,IEEE 1516.1-2010,4.17,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::initiateFederateSave` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_18-FEDERATESAVEBEGUN-016,HLA1516.1-FM-001,IEEE 1516.1-2010,4.18,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::federateSaveBegun` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_19-FEDERATESAVECOMPLETE-017,HLA1516.1-FM-001,IEEE 1516.1-2010,4.19,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::federateSaveComplete` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_19-FEDERATESAVENOTCOMPLETE-018,HLA1516.1-FM-001,IEEE 1516.1-2010,4.19,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::federateSaveNotComplete` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_20-FEDERATIONNOTSAVED-161,HLA1516.1-FM-001,IEEE 1516.1-2010,4.20,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationNotSaved` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_20-FEDERATIONSAVED-160,HLA1516.1-FM-001,IEEE 1516.1-2010,4.20,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationSaved` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_21-ABORTFEDERATIONSAVE-019,HLA1516.1-FM-001,IEEE 1516.1-2010,4.21,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::abortFederationSave` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_22-QUERYFEDERATIONSAVESTATUS-020,HLA1516.1-FM-001,IEEE 1516.1-2010,4.22,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::queryFederationSaveStatus` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_23-FEDERATIONSAVESTATUSRESPONSE-162,HLA1516.1-FM-001,IEEE 1516.1-2010,4.23,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationSaveStatusResponse` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_24-REQUESTFEDERATIONRESTORE-021,HLA1516.1-FM-001,IEEE 1516.1-2010,4.24,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::requestFederationRestore` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_25-REQUESTFEDERATIONRESTOREFAILED-164,HLA1516.1-FM-001,IEEE 1516.1-2010,4.25,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::requestFederationRestoreFailed` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_25-REQUESTFEDERATIONRESTORESUCCEEDED-163,HLA1516.1-FM-001,IEEE 1516.1-2010,4.25,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::requestFederationRestoreSucceeded` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_26-FEDERATIONRESTOREBEGUN-165,HLA1516.1-FM-001,IEEE 1516.1-2010,4.26,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationRestoreBegun` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_27-INITIATEFEDERATERESTORE-166,HLA1516.1-FM-001,IEEE 1516.1-2010,4.27,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::initiateFederateRestore` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_28-FEDERATERESTORECOMPLETE-022,HLA1516.1-FM-001,IEEE 1516.1-2010,4.28,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::federateRestoreComplete` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_28-FEDERATERESTORENOTCOMPLETE-023,HLA1516.1-FM-001,IEEE 1516.1-2010,4.28,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::federateRestoreNotComplete` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_29-FEDERATIONNOTRESTORED-168,HLA1516.1-FM-001,IEEE 1516.1-2010,4.29,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationNotRestored` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_29-FEDERATIONRESTORED-167,HLA1516.1-FM-001,IEEE 1516.1-2010,4.29,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationRestored` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_30-ABORTFEDERATIONRESTORE-024,HLA1516.1-FM-001,IEEE 1516.1-2010,4.30,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::abortFederationRestore` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_31-QUERYFEDERATIONRESTORESTATUS-025,HLA1516.1-FM-001,IEEE 1516.1-2010,4.31,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::queryFederationRestoreStatus` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-4_32-FEDERATIONRESTORESTATUSRESPONSE-169,HLA1516.1-FM-001,IEEE 1516.1-2010,4.32,API-CPP,CPP_METHOD,The C++ API binding shall declare `FederateAmbassador::federationRestoreStatusResponse` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-5_2-PUBLISHOBJECTCLASSATTRIBUTES-026,HLA1516.1-DM-001,IEEE 1516.1-2010,5.2,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::publishObjectClassAttributes` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-5_3-UNPUBLISHOBJECTCLASS-027,HLA1516.1-DM-001,IEEE 1516.1-2010,5.3,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::unpublishObjectClass` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-5_3-UNPUBLISHOBJECTCLASSATTRIBUTES-028,HLA1516.1-DM-001,IEEE 1516.1-2010,5.3,API-CPP,CPP_METHOD,The C++ API binding shall declare `RTIambassador::unpublishObjectClassAttributes` with the standard signature and exception surface.,C++ header static validation,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,mapped,api/cpp,hla_1516_requirements_master_v1_0.csv,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
