test_id,requirement_id,capability,feature,test_level,transport,status,expected_evidence,verification_notes
TEST-HLA1516_1-FM-4_3-001-REST,HLA1516.1-FM-4_3-001,CAP-FM,FM-DISCONNECT-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_3-001: RTI shall provide the Disconnect service.,
TEST-HLA1516_1-FM-4_4-001-NATIVE,HLA1516.1-FM-4_4-001,CAP-FM,FM-CONNECTION-LOST-CALLBACK-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_4-001: RTI shall issue the Connection Lost callback service.,
TEST-HLA1516_1-FM-4_4-001-GRPC,HLA1516.1-FM-4_4-001,CAP-FM,FM-CONNECTION-LOST-CALLBACK-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_4-001: RTI shall issue the Connection Lost callback service.,
TEST-HLA1516_1-FM-4_4-001-REST,HLA1516.1-FM-4_4-001,CAP-FM,FM-CONNECTION-LOST-CALLBACK-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_4-001: RTI shall issue the Connection Lost callback service.,
TEST-HLA1516_1-FM-4_5-001-NATIVE,HLA1516.1-FM-4_5-001,CAP-FM,FM-CREATE-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_5-001: RTI shall provide the Create Federation Execution service.,
TEST-HLA1516_1-FM-4_5-001-GRPC,HLA1516.1-FM-4_5-001,CAP-FM,FM-CREATE-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_5-001: RTI shall provide the Create Federation Execution service.,
TEST-HLA1516_1-FM-4_5-001-REST,HLA1516.1-FM-4_5-001,CAP-FM,FM-CREATE-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_5-001: RTI shall provide the Create Federation Execution service.,
TEST-HLA1516_1-FM-4_6-001-NATIVE,HLA1516.1-FM-4_6-001,CAP-FM,FM-DESTROY-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_6-001: RTI shall provide the Destroy Federation Execution service.,
TEST-HLA1516_1-FM-4_6-001-GRPC,HLA1516.1-FM-4_6-001,CAP-FM,FM-DESTROY-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_6-001: RTI shall provide the Destroy Federation Execution service.,
TEST-HLA1516_1-FM-4_6-001-REST,HLA1516.1-FM-4_6-001,CAP-FM,FM-DESTROY-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_6-001: RTI shall provide the Destroy Federation Execution service.,
TEST-HLA1516_1-FM-4_7-001-NATIVE,HLA1516.1-FM-4_7-001,CAP-FM,FM-LIST-FEDERATION-EXECUTIONS-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_7-001: RTI shall provide the List Federation Executions service.,
TEST-HLA1516_1-FM-4_7-001-GRPC,HLA1516.1-FM-4_7-001,CAP-FM,FM-LIST-FEDERATION-EXECUTIONS-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_7-001: RTI shall provide the List Federation Executions service.,
TEST-HLA1516_1-FM-4_7-001-REST,HLA1516.1-FM-4_7-001,CAP-FM,FM-LIST-FEDERATION-EXECUTIONS-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_7-001: RTI shall provide the List Federation Executions service.,
TEST-HLA1516_1-FM-4_8-001-NATIVE,HLA1516.1-FM-4_8-001,CAP-FM,FM-REPORT-FEDERATION-EXECUTIONS-CALLBACK-SE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_8-001: RTI shall issue the Report Federation Executions callback service.,
TEST-HLA1516_1-FM-4_8-001-GRPC,HLA1516.1-FM-4_8-001,CAP-FM,FM-REPORT-FEDERATION-EXECUTIONS-CALLBACK-SE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_8-001: RTI shall issue the Report Federation Executions callback service.,
TEST-HLA1516_1-FM-4_8-001-REST,HLA1516.1-FM-4_8-001,CAP-FM,FM-REPORT-FEDERATION-EXECUTIONS-CALLBACK-SE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_8-001: RTI shall issue the Report Federation Executions callback service.,
TEST-HLA1516_1-FM-4_9-001-NATIVE,HLA1516.1-FM-4_9-001,CAP-FM,FM-JOIN-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_9-001: RTI shall provide the Join Federation Execution service.,
TEST-HLA1516_1-FM-4_9-001-GRPC,HLA1516.1-FM-4_9-001,CAP-FM,FM-JOIN-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_9-001: RTI shall provide the Join Federation Execution service.,
TEST-HLA1516_1-FM-4_9-001-REST,HLA1516.1-FM-4_9-001,CAP-FM,FM-JOIN-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_9-001: RTI shall provide the Join Federation Execution service.,
TEST-HLA1516_1-FM-4_10-001-NATIVE,HLA1516.1-FM-4_10-001,CAP-FM,FM-RESIGN-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_10-001: RTI shall provide the Resign Federation Execution service.,
TEST-HLA1516_1-FM-4_10-001-GRPC,HLA1516.1-FM-4_10-001,CAP-FM,FM-RESIGN-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_10-001: RTI shall provide the Resign Federation Execution service.,
TEST-HLA1516_1-FM-4_10-001-REST,HLA1516.1-FM-4_10-001,CAP-FM,FM-RESIGN-FEDERATION-EXECUTION-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_10-001: RTI shall provide the Resign Federation Execution service.,
TEST-HLA1516_1-FM-4_12-001-NATIVE,HLA1516.1-FM-4_12-001,CAP-FM,FM-CONFIRM-SYNCHRONIZATION-POINT-REGISTRATI,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_12-001: RTI shall issue the Confirm Synchronization Point Registration callback service.,
TEST-HLA1516_1-FM-4_12-001-GRPC,HLA1516.1-FM-4_12-001,CAP-FM,FM-CONFIRM-SYNCHRONIZATION-POINT-REGISTRATI,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_12-001: RTI shall issue the Confirm Synchronization Point Registration callback service.,
TEST-HLA1516_1-FM-4_12-001-REST,HLA1516.1-FM-4_12-001,CAP-FM,FM-CONFIRM-SYNCHRONIZATION-POINT-REGISTRATI,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_12-001: RTI shall issue the Confirm Synchronization Point Registration callback service.,
TEST-HLA1516_1-FM-4_13-001-NATIVE,HLA1516.1-FM-4_13-001,CAP-FM,FM-ANNOUNCE-SYNCHRONIZATION-POINT-CALLBACK-,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_13-001: RTI shall issue the Announce Synchronization Point callback service.,
TEST-HLA1516_1-FM-4_13-001-GRPC,HLA1516.1-FM-4_13-001,CAP-FM,FM-ANNOUNCE-SYNCHRONIZATION-POINT-CALLBACK-,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_13-001: RTI shall issue the Announce Synchronization Point callback service.,
TEST-HLA1516_1-FM-4_13-001-REST,HLA1516.1-FM-4_13-001,CAP-FM,FM-ANNOUNCE-SYNCHRONIZATION-POINT-CALLBACK-,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_13-001: RTI shall issue the Announce Synchronization Point callback service.,
TEST-HLA1516_1-FM-4_14-001-NATIVE,HLA1516.1-FM-4_14-001,CAP-FM,FM-SYNCHRONIZATION-POINT-ACHIEVED-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_14-001: RTI shall provide the Synchronization Point Achieved service.,
TEST-HLA1516_1-FM-4_14-001-GRPC,HLA1516.1-FM-4_14-001,CAP-FM,FM-SYNCHRONIZATION-POINT-ACHIEVED-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_14-001: RTI shall provide the Synchronization Point Achieved service.,
TEST-HLA1516_1-FM-4_14-001-REST,HLA1516.1-FM-4_14-001,CAP-FM,FM-SYNCHRONIZATION-POINT-ACHIEVED-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_14-001: RTI shall provide the Synchronization Point Achieved service.,
TEST-HLA1516_1-FM-4_15-001-NATIVE,HLA1516.1-FM-4_15-001,CAP-FM,FM-FEDERATION-SYNCHRONIZED-CALLBACK-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_15-001: RTI shall issue the Federation Synchronized callback service.,
TEST-HLA1516_1-FM-4_15-001-GRPC,HLA1516.1-FM-4_15-001,CAP-FM,FM-FEDERATION-SYNCHRONIZED-CALLBACK-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_15-001: RTI shall issue the Federation Synchronized callback service.,
TEST-HLA1516_1-FM-4_15-001-REST,HLA1516.1-FM-4_15-001,CAP-FM,FM-FEDERATION-SYNCHRONIZED-CALLBACK-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_15-001: RTI shall issue the Federation Synchronized callback service.,
TEST-HLA1516_1-FM-4_16-001-NATIVE,HLA1516.1-FM-4_16-001,CAP-FM,FM-REQUEST-FEDERATION-SAVE-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_16-001: RTI shall provide the Request Federation Save service.,
TEST-HLA1516_1-FM-4_16-001-GRPC,HLA1516.1-FM-4_16-001,CAP-FM,FM-REQUEST-FEDERATION-SAVE-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_16-001: RTI shall provide the Request Federation Save service.,
TEST-HLA1516_1-FM-4_16-001-REST,HLA1516.1-FM-4_16-001,CAP-FM,FM-REQUEST-FEDERATION-SAVE-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_16-001: RTI shall provide the Request Federation Save service.,
TEST-HLA1516_1-FM-4_17-001-NATIVE,HLA1516.1-FM-4_17-001,CAP-FM,FM-INITIATE-FEDERATE-SAVE-CALLBACK-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_17-001: RTI shall issue the Initiate Federate Save callback service.,
TEST-HLA1516_1-FM-4_17-001-GRPC,HLA1516.1-FM-4_17-001,CAP-FM,FM-INITIATE-FEDERATE-SAVE-CALLBACK-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_17-001: RTI shall issue the Initiate Federate Save callback service.,
TEST-HLA1516_1-FM-4_17-001-REST,HLA1516.1-FM-4_17-001,CAP-FM,FM-INITIATE-FEDERATE-SAVE-CALLBACK-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_17-001: RTI shall issue the Initiate Federate Save callback service.,
TEST-HLA1516_1-FM-4_18-001-NATIVE,HLA1516.1-FM-4_18-001,CAP-FM,FM-FEDERATE-SAVE-BEGUN-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_18-001: RTI shall provide the Federate Save Begun service.,
TEST-HLA1516_1-FM-4_18-001-GRPC,HLA1516.1-FM-4_18-001,CAP-FM,FM-FEDERATE-SAVE-BEGUN-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_18-001: RTI shall provide the Federate Save Begun service.,
TEST-HLA1516_1-FM-4_18-001-REST,HLA1516.1-FM-4_18-001,CAP-FM,FM-FEDERATE-SAVE-BEGUN-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_18-001: RTI shall provide the Federate Save Begun service.,
TEST-HLA1516_1-FM-4_19-001-NATIVE,HLA1516.1-FM-4_19-001,CAP-FM,FM-FEDERATE-SAVE-COMPLETE-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_19-001: RTI shall provide the Federate Save Complete service.,
TEST-HLA1516_1-FM-4_19-001-GRPC,HLA1516.1-FM-4_19-001,CAP-FM,FM-FEDERATE-SAVE-COMPLETE-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_19-001: RTI shall provide the Federate Save Complete service.,
TEST-HLA1516_1-FM-4_19-001-REST,HLA1516.1-FM-4_19-001,CAP-FM,FM-FEDERATE-SAVE-COMPLETE-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_19-001: RTI shall provide the Federate Save Complete service.,
TEST-HLA1516_1-FM-4_20-001-NATIVE,HLA1516.1-FM-4_20-001,CAP-FM,FM-FEDERATION-SAVED-CALLBACK-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_20-001: RTI shall issue the Federation Saved callback service.,
TEST-HLA1516_1-FM-4_20-001-GRPC,HLA1516.1-FM-4_20-001,CAP-FM,FM-FEDERATION-SAVED-CALLBACK-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_20-001: RTI shall issue the Federation Saved callback service.,
TEST-HLA1516_1-FM-4_20-001-REST,HLA1516.1-FM-4_20-001,CAP-FM,FM-FEDERATION-SAVED-CALLBACK-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_20-001: RTI shall issue the Federation Saved callback service.,
TEST-HLA1516_1-FM-4_21-001-NATIVE,HLA1516.1-FM-4_21-001,CAP-FM,FM-ABORT-FEDERATION-SAVE-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_21-001: RTI shall provide the Abort Federation Save service.,
TEST-HLA1516_1-FM-4_21-001-GRPC,HLA1516.1-FM-4_21-001,CAP-FM,FM-ABORT-FEDERATION-SAVE-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_21-001: RTI shall provide the Abort Federation Save service.,
TEST-HLA1516_1-FM-4_21-001-REST,HLA1516.1-FM-4_21-001,CAP-FM,FM-ABORT-FEDERATION-SAVE-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_21-001: RTI shall provide the Abort Federation Save service.,
TEST-HLA1516_1-FM-4_22-001-NATIVE,HLA1516.1-FM-4_22-001,CAP-FM,FM-QUERY-FEDERATION-SAVE-STATUS-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_22-001: RTI shall provide the Query Federation Save Status service.,
TEST-HLA1516_1-FM-4_22-001-GRPC,HLA1516.1-FM-4_22-001,CAP-FM,FM-QUERY-FEDERATION-SAVE-STATUS-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_22-001: RTI shall provide the Query Federation Save Status service.,
TEST-HLA1516_1-FM-4_22-001-REST,HLA1516.1-FM-4_22-001,CAP-FM,FM-QUERY-FEDERATION-SAVE-STATUS-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_22-001: RTI shall provide the Query Federation Save Status service.,
TEST-HLA1516_1-FM-4_23-001-NATIVE,HLA1516.1-FM-4_23-001,CAP-FM,FM-FEDERATION-SAVE-STATUS-RESPONSE-CALLBACK,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_23-001: RTI shall issue the Federation Save Status Response callback service.,
TEST-HLA1516_1-FM-4_23-001-GRPC,HLA1516.1-FM-4_23-001,CAP-FM,FM-FEDERATION-SAVE-STATUS-RESPONSE-CALLBACK,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_23-001: RTI shall issue the Federation Save Status Response callback service.,
TEST-HLA1516_1-FM-4_23-001-REST,HLA1516.1-FM-4_23-001,CAP-FM,FM-FEDERATION-SAVE-STATUS-RESPONSE-CALLBACK,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_23-001: RTI shall issue the Federation Save Status Response callback service.,
TEST-HLA1516_1-FM-4_24-001-NATIVE,HLA1516.1-FM-4_24-001,CAP-FM,FM-REQUEST-FEDERATION-RESTORE-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_24-001: RTI shall provide the Request Federation Restore service.,
TEST-HLA1516_1-FM-4_24-001-GRPC,HLA1516.1-FM-4_24-001,CAP-FM,FM-REQUEST-FEDERATION-RESTORE-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_24-001: RTI shall provide the Request Federation Restore service.,
TEST-HLA1516_1-FM-4_24-001-REST,HLA1516.1-FM-4_24-001,CAP-FM,FM-REQUEST-FEDERATION-RESTORE-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_24-001: RTI shall provide the Request Federation Restore service.,
TEST-HLA1516_1-FM-4_25-001-NATIVE,HLA1516.1-FM-4_25-001,CAP-FM,FM-CONFIRM-FEDERATION-RESTORATION-REQUEST-C,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_25-001: RTI shall issue the Confirm Federation Restoration Request callback service.,
TEST-HLA1516_1-FM-4_25-001-GRPC,HLA1516.1-FM-4_25-001,CAP-FM,FM-CONFIRM-FEDERATION-RESTORATION-REQUEST-C,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_25-001: RTI shall issue the Confirm Federation Restoration Request callback service.,
TEST-HLA1516_1-FM-4_25-001-REST,HLA1516.1-FM-4_25-001,CAP-FM,FM-CONFIRM-FEDERATION-RESTORATION-REQUEST-C,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_25-001: RTI shall issue the Confirm Federation Restoration Request callback service.,
TEST-HLA1516_1-FM-4_26-001-NATIVE,HLA1516.1-FM-4_26-001,CAP-FM,FM-FEDERATION-RESTORE-BEGUN-CALLBACK-SERVIC,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_26-001: RTI shall issue the Federation Restore Begun callback service.,
TEST-HLA1516_1-FM-4_26-001-GRPC,HLA1516.1-FM-4_26-001,CAP-FM,FM-FEDERATION-RESTORE-BEGUN-CALLBACK-SERVIC,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_26-001: RTI shall issue the Federation Restore Begun callback service.,
TEST-HLA1516_1-FM-4_26-001-REST,HLA1516.1-FM-4_26-001,CAP-FM,FM-FEDERATION-RESTORE-BEGUN-CALLBACK-SERVIC,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_26-001: RTI shall issue the Federation Restore Begun callback service.,
TEST-HLA1516_1-FM-4_27-001-NATIVE,HLA1516.1-FM-4_27-001,CAP-FM,FM-INITIATE-FEDERATE-RESTORE-CALLBACK-SERVI,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_27-001: RTI shall issue the Initiate Federate Restore callback service.,
TEST-HLA1516_1-FM-4_27-001-GRPC,HLA1516.1-FM-4_27-001,CAP-FM,FM-INITIATE-FEDERATE-RESTORE-CALLBACK-SERVI,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_27-001: RTI shall issue the Initiate Federate Restore callback service.,
TEST-HLA1516_1-FM-4_27-001-REST,HLA1516.1-FM-4_27-001,CAP-FM,FM-INITIATE-FEDERATE-RESTORE-CALLBACK-SERVI,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_27-001: RTI shall issue the Initiate Federate Restore callback service.,
TEST-HLA1516_1-FM-4_28-001-NATIVE,HLA1516.1-FM-4_28-001,CAP-FM,FM-FEDERATE-RESTORE-COMPLETE-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_28-001: RTI shall provide the Federate Restore Complete service.,
TEST-HLA1516_1-FM-4_28-001-GRPC,HLA1516.1-FM-4_28-001,CAP-FM,FM-FEDERATE-RESTORE-COMPLETE-SERVICE,unit + federate integration test,grpc,planned,Verify HLA1516.1-FM-4_28-001: RTI shall provide the Federate Restore Complete service.,
TEST-HLA1516_1-FM-4_28-001-REST,HLA1516.1-FM-4_28-001,CAP-FM,FM-FEDERATE-RESTORE-COMPLETE-SERVICE,unit + federate integration test,rest,planned,Verify HLA1516.1-FM-4_28-001: RTI shall provide the Federate Restore Complete service.,
TEST-HLA1516_1-FM-4_29-001-NATIVE,HLA1516.1-FM-4_29-001,CAP-FM,FM-FEDERATION-RESTORED-CALLBACK-SERVICE,unit + federate integration test,native,planned,Verify HLA1516.1-FM-4_29-001: RTI shall issue the Federation Restored callback service.,
