requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-OM-6_1-SEM-011,IEEE 1516.1-2010,6.1,Object Management,CAP-OM,OM-SEMANTICS,"RTI shall apply receive-order and timestamp-order delivery rules from Time Management to object updates, interactions, and deletes.",shall,object_management.ordering,analysis + integration test,TEST-OM-6_1-SEM-011,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_6_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-001,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,RTI shall maintain ownership state independently for each attribute of each object instance.,shall,ownership_management.state,analysis + integration test,TEST-OWN-7_1-SEM-001,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-002,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,No more than one federate shall own a given object instance attribute at the same time.,shall,ownership_management.state,analysis + integration test,TEST-OWN-7_1-SEM-002,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-003,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,Attributes may be unowned when allowed by the FDD ownership policy and current ownership-transfer state.,shall,ownership_management.state,analysis + integration test,TEST-OWN-7_1-SEM-003,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-004,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,A federate shall update an object instance attribute only when it owns that attribute and the update is otherwise valid.,shall,ownership_management.update_authority,analysis + integration test,TEST-OWN-7_1-SEM-004,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-005,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,"RTI shall support unconditional divestiture, negotiated divestiture, acquisition, acquisition-if-available, cancellation, and ownership query flows.",shall,ownership_management.flows,analysis + integration test,TEST-OWN-7_1-SEM-005,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-006,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,RTI shall coordinate ownership transfer callbacks so that the acquiring and divesting federates observe a consistent transfer state.,shall,ownership_management.callbacks,analysis + integration test,TEST-OWN-7_1-SEM-006,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-007,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,"RTI shall prevent ownership-management services from transferring attributes that are not defined, not owned as required, not known, or not transferable.",shall,ownership_management.validation,analysis + integration test,TEST-OWN-7_1-SEM-007,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OWN-7_1-SEM-008,IEEE 1516.1-2010,7.1,Ownership Management,CAP-OWN,OWN-SEMANTICS,RTI shall expose ownership changes through MOM where service reporting or ownership reporting is enabled.,shall,mom.ownership_reporting,analysis + integration test,TEST-OWN-7_1-SEM-008,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_7_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-001,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,Each joined federate shall have a logical time that does not decrease.,shall,time_management.logical_time,analysis + integration test,TEST-TM-8_1-SEM-001,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-002,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,RTI shall advance a joined federate's logical time only through Time Advance Grant or time-enablement callbacks that establish the new time.,shall,time_management.grants,analysis + integration test,TEST-TM-8_1-SEM-002,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-003,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,Only time-regulating federates may send timestamp-order messages.,shall,time_management.regulating,analysis + integration test,TEST-TM-8_1-SEM-003,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-004,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,A time-regulating federate shall provide nonnegative lookahead and shall not send TSO messages earlier than logical time plus lookahead.,shall,time_management.lookahead,analysis + integration test,TEST-TM-8_1-SEM-004,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-005,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,Only time-constrained federates may receive timestamp-order messages.,shall,time_management.constrained,analysis + integration test,TEST-TM-8_1-SEM-005,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-006,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,RTI shall deliver TSO messages in timestamp order subject to the selected advancement service and flush-queue rules.,shall,time_management.tso_delivery,analysis + integration test,TEST-TM-8_1-SEM-006,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-007,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,RTI shall preserve receive-order delivery semantics for RO messages and shall not transform RO messages into TSO messages.,shall,time_management.ro_delivery,analysis + integration test,TEST-TM-8_1-SEM-007,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-008,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,"RTI shall compute GALT and LITS using regulating federates, lookahead, pending messages, and joined federate time state.",shall,time_management.galt_lits,analysis + integration test,TEST-TM-8_1-SEM-008,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-009,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,RTI shall manage retractable TSO messages and retraction callbacks according to retraction handle state.,shall,time_management.retraction,analysis + integration test,TEST-TM-8_1-SEM-009,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-TM-8_1-SEM-010,IEEE 1516.1-2010,8.1,Time Management,CAP-TM,TM-SEMANTICS,RTI shall integrate time-management ordering with object management and DDM delivery eligibility.,shall,time_management.integration,analysis + integration test,TEST-TM-8_1-SEM-010,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_8_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-DDM-9_1-SEM-001,IEEE 1516.1-2010,9.1,Data Distribution Management,CAP-DDM,DDM-SEMANTICS,RTI shall maintain DDM regions as sets of dimension range bounds.,shall,ddm.regions,analysis + integration test,TEST-DDM-9_1-SEM-001,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_9_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-DDM-9_1-SEM-002,IEEE 1516.1-2010,9.1,Data Distribution Management,CAP-DDM,DDM-SEMANTICS,RTI shall use FDD-defined dimensions and region overlap to determine DDM relevance.,shall,ddm.overlap,analysis + integration test,TEST-DDM-9_1-SEM-002,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_9_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-DDM-9_1-SEM-003,IEEE 1516.1-2010,9.1,Data Distribution Management,CAP-DDM,DDM-SEMANTICS,Region modifications shall affect routing only after they are committed.,shall,ddm.commit,analysis + integration test,TEST-DDM-9_1-SEM-003,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_9_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-DDM-9_1-SEM-004,IEEE 1516.1-2010,9.1,Data Distribution Management,CAP-DDM,DDM-SEMANTICS,"RTI shall reject DDM services that reference undefined dimensions, invalid regions, invalid range bounds, or unsupported dimension/class associations.",shall,ddm.validation,analysis + integration test,TEST-DDM-9_1-SEM-004,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_9_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-DDM-9_1-SEM-005,IEEE 1516.1-2010,9.1,Data Distribution Management,CAP-DDM,DDM-SEMANTICS,"RTI shall combine DM publication/subscription state with DDM region filters when determining discovery, reflection, and interaction delivery.",shall,ddm.integration,analysis + integration test,TEST-DDM-9_1-SEM-005,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_9_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-DDM-9_1-SEM-006,IEEE 1516.1-2010,9.1,Data Distribution Management,CAP-DDM,DDM-SEMANTICS,"RTI shall support region-qualified object registration, attribute update association, object-class subscription, interaction subscription, interaction sending, and attribute-value-update request flows.",shall,ddm.flows,analysis + integration test,TEST-DDM-9_1-SEM-006,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_9_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-DDM-9_1-SEM-007,IEEE 1516.1-2010,9.1,Data Distribution Management,CAP-DDM,DDM-SEMANTICS,"RTI shall preserve DDM routing behavior across native, gRPC, and REST transports when those transports are enabled.",shall,ddm.transport_equivalence,analysis + integration test,TEST-DDM-9_1-SEM-007,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_9_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,yes,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-SUP-10_1-SEM-001,IEEE 1516.1-2010,10.1,Support Services,CAP-SUP,SUP-SEMANTICS,"RTI shall provide stable bidirectional lookup between standard names and handles for FDD-defined object classes, attributes, interactions, parameters, dimensions, transportation types, and order types.",shall,support_services.lookup,analysis + integration test,TEST-SUP-10_1-SEM-001,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_10_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,partial,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-SUP-10_1-SEM-002,IEEE 1516.1-2010,10.1,Support Services,CAP-SUP,SUP-SEMANTICS,RTI shall provide name/handle lookup for joined federates and known object instances according to federation execution state.,shall,support_services.instance_lookup,analysis + integration test,TEST-SUP-10_1-SEM-002,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_10_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,partial,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-SUP-10_1-SEM-003,IEEE 1516.1-2010,10.1,Support Services,CAP-SUP,SUP-SEMANTICS,"RTI shall expose update rate, dimension, and range-bound query services required by OMT and DDM integration.",shall,support_services.metadata_queries,analysis + integration test,TEST-SUP-10_1-SEM-003,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_10_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,partial,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-SUP-10_1-SEM-004,IEEE 1516.1-2010,10.1,Support Services,CAP-SUP,SUP-SEMANTICS,RTI shall implement advisory switches and invoke related advisory callbacks only when the corresponding switch state permits.,shall,support_services.advisory_switches,analysis + integration test,TEST-SUP-10_1-SEM-004,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_10_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,partial,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-SUP-10_1-SEM-005,IEEE 1516.1-2010,10.1,Support Services,CAP-SUP,SUP-SEMANTICS,RTI shall provide callback control services that are consistent with the selected callback model.,shall,support_services.callback_control,analysis + integration test,TEST-SUP-10_1-SEM-005,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_10_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,partial,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-SUP-10_1-SEM-006,IEEE 1516.1-2010,10.1,Support Services,CAP-SUP,SUP-SEMANTICS,RTI shall provide normalization services for handles and service groups needed by MOM and standardized reporting.,shall,support_services.normalization,analysis + integration test,TEST-SUP-10_1-SEM-006,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_10_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,partial,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-SUP-10_1-SEM-007,IEEE 1516.1-2010,10.1,Support Services,CAP-SUP,SUP-SEMANTICS,"RTI shall reject support-service calls that reference invalid names, invalid handles, unknown object instances, or invalid execution state.",shall,support_services.validation,analysis + integration test,TEST-SUP-10_1-SEM-007,Draft,P0,v1.0 engineering paraphrase from IEEE 1516.1 service-group prose and service catalog.,clause_10_semantic,,Clause overview and service-group semantics,,,native baseline; grpc/rest transport equivalence where applicable,partial,"Confirm behavior with positive, negative, state-transition, and transport-equivalence tests."
HLA1516.1-OM-6_2-SVC-001,IEEE 1516.1-2010,6.2,Object Management,CAP-OM,OM-RESERVE-OBJECT-INSTANCE-NAME,RTI shall provide the Reserve Object Instance Name service.,shall,rti.object_management.reserveObjectInstanceName,unit + integration + API conformance test,TEST-OM-6_2-SVC-001,Draft,P0,v1.0 derived from parsed IEEE 1516.1 Java API catalog plus service-group engineering decomposition.,clause_6_svc,,RTIambassador.reserveObjectInstanceName; 1 overload(s); Java API exceptions: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,Reserve Object Instance Name,federate-initiated,native baseline; grpc/rest transport equivalence where applicable,partial,Review against PDF prose before treating as certification-grade requirement.
HLA1516.1-OM-6_2-SIG-002,IEEE 1516.1-2010,6.2,Object Management,CAP-OM,OM-RESERVE-OBJECT-INSTANCE-NAME,Implementation shall support the standard API signature set for Reserve Object Instance Name: overload 1: (String theObjectName) -> void.,shall,api_bindings.RTIambassador.reserveObjectInstanceName,static API signature test,TEST-OM-6_2-SIG-002,Draft,P0,v1.0 derived from parsed IEEE 1516.1 Java API catalog plus service-group engineering decomposition.,clause_6_sig,HLA1516.1-OM-6_2-SVC-001,RTIambassador.reserveObjectInstanceName; 1 overload(s); Java API exceptions: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,Reserve Object Instance Name,federate-initiated,native baseline; grpc/rest transport equivalence where applicable,partial,Review against PDF prose before treating as certification-grade requirement.
HLA1516.1-OM-6_2-ARG-003,IEEE 1516.1-2010,6.2,Object Management,CAP-OM,OM-RESERVE-OBJECT-INSTANCE-NAME,"Implementation shall validate supplied arguments for Reserve Object Instance Name, including handles, names, sets, time values, tags, regions, and factories applicable to Clause 6.2.",shall,rti.object_management.validation,unit + negative integration test,TEST-OM-6_2-ARG-003,Draft,P0,v1.0 derived from parsed IEEE 1516.1 Java API catalog plus service-group engineering decomposition.,clause_6_arg,HLA1516.1-OM-6_2-SVC-001,RTIambassador.reserveObjectInstanceName; 1 overload(s); Java API exceptions: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,Reserve Object Instance Name,federate-initiated,native baseline; grpc/rest transport equivalence where applicable,partial,Review against PDF prose before treating as certification-grade requirement.
HLA1516.1-OM-6_2-PRE-004,IEEE 1516.1-2010,6.2,Object Management,CAP-OM,OM-RESERVE-OBJECT-INSTANCE-NAME,"Implementation shall enforce execution-state preconditions for Reserve Object Instance Name, including connected/joined state, publication/subscription/ownership/time/DDM state, and callback-context restrictions where applicable.",shall,rti.object_management.preconditions,state-machine test,TEST-OM-6_2-PRE-004,Draft,P0,v1.0 derived from parsed IEEE 1516.1 Java API catalog plus service-group engineering decomposition.,clause_6_pre,HLA1516.1-OM-6_2-SVC-001,RTIambassador.reserveObjectInstanceName; 1 overload(s); Java API exceptions: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,Reserve Object Instance Name,federate-initiated,native baseline; grpc/rest transport equivalence where applicable,partial,Review against PDF prose before treating as certification-grade requirement.
HLA1516.1-OM-6_2-EFF-005,IEEE 1516.1-2010,6.2,Object Management,CAP-OM,OM-RESERVE-OBJECT-INSTANCE-NAME,RTI shall reserve the requested object instance name or report reservation failure without creating an object instance.,shall,rti.object_management.effects,integration + scenario test,TEST-OM-6_2-EFF-005,Draft,P0,v1.0 derived from parsed IEEE 1516.1 Java API catalog plus service-group engineering decomposition.,clause_6_eff,HLA1516.1-OM-6_2-SVC-001,RTIambassador.reserveObjectInstanceName; 1 overload(s); Java API exceptions: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,Reserve Object Instance Name,federate-initiated,native baseline; grpc/rest transport equivalence where applicable,partial,Review against PDF prose before treating as certification-grade requirement.
HLA1516.1-OM-6_2-EXC-006,IEEE 1516.1-2010,6.2,Object Management,CAP-OM,OM-RESERVE-OBJECT-INSTANCE-NAME,"Implementation shall raise or report the standard exception conditions for Reserve Object Instance Name, including: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress.",shall,rti.object_management.exceptions,negative conformance test,TEST-OM-6_2-EXC-006,Draft,P0,v1.0 derived from parsed IEEE 1516.1 Java API catalog plus service-group engineering decomposition.,clause_6_exc,HLA1516.1-OM-6_2-SVC-001,RTIambassador.reserveObjectInstanceName; 1 overload(s); Java API exceptions: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,Reserve Object Instance Name,federate-initiated,native baseline; grpc/rest transport equivalence where applicable,partial,Review against PDF prose before treating as certification-grade requirement.
