requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.2-OMT-4_11-SEM-011,IEEE 1516.2-2010,4.11,Object Model Template,CAP-OMT,OMT-UPDATERATE,OMT parser shall capture update rate designators referenced by attributes and support services.,shall,omt.update_rates,parser unit + schema validation test,TEST-OMT-4_11-SEM-011,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause 4.11,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-4_12-SEM-012,IEEE 1516.2-2010,4.12,Object Model Template,CAP-OMT,OMT-SWITCHES,OMT parser shall capture switch definitions and default switch state metadata.,shall,omt.switches,parser unit + schema validation test,TEST-OMT-4_12-SEM-012,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause 4.12,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-4_13-SEM-013,IEEE 1516.2-2010,4.13,Object Model Template,CAP-OMT,OMT-DATATYPES-BASIC,"OMT parser shall support basic, simple, enumerated, array, fixed record, and variant record datatypes.",shall,omt.datatypes,parser unit + schema validation test,TEST-OMT-4_13-SEM-013,Draft,P0,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause 4.13,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-4_14-SEM-014,IEEE 1516.2-2010,4.14,Object Model Template,CAP-OMT,OMT-NOTES,OMT parser shall preserve notes and non-semantic documentation fields through round trip serialization.,shall,omt.notes,parser unit + schema validation test,TEST-OMT-4_14-SEM-014,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause 4.14,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-5-SEM-015,IEEE 1516.2-2010,5,Object Model Template,CAP-OMT,OMT-LEXICON,OMT implementation shall maintain a FOM/SOM lexicon mapping OMT terms to parsed data structures and validation rules.,shall,omt.lexicon,parser unit + schema validation test,TEST-OMT-5-SEM-015,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause 5,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-6-SEM-016,IEEE 1516.2-2010,6,Object Model Template,CAP-OMT,OMT-CONFORMANCE,"OMT implementation shall distinguish conformant, schema-valid, semantically valid, and implementation-supported object model artifacts.",shall,omt.conformance,parser unit + schema validation test,TEST-OMT-6-SEM-016,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause 6,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-7-SEM-017,IEEE 1516.2-2010,7,Object Model Template,CAP-OMT,OMT-MERGE,FOM/SOM module merger shall combine compatible modules and reject incompatible duplicate or conflicting definitions.,shall,omt.merge,parser unit + schema validation test,TEST-OMT-7-SEM-017,Draft,P0,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause 7,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-Annex_B-SEM-018,IEEE 1516.2-2010,Annex B,Object Model Template,CAP-OMT,OMT-NORMALIZATION,DDM dimension processing shall support common normalization-function definitions where referenced by object models.,shall,omt.normalization_functions,parser unit + schema validation test,TEST-OMT-Annex_B-SEM-018,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause Annex B,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-Annex_C-SEM-019,IEEE 1516.2-2010,Annex C,Object Model Template,CAP-OMT,OMT-MERGE-PRINCIPLES,"FOM/SOM module merger shall apply module-merging principles consistently for class hierarchies, datatypes, dimensions, and metadata.",shall,omt.merge_principles,parser unit + schema validation test,TEST-OMT-Annex_C-SEM-019,Draft,P0,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause Annex C,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-Annex_D-SEM-020,IEEE 1516.2-2010,Annex D,Object Model Template,CAP-XML,OMT-DIF,OMT XML interchange processor shall support DIF-formatted object model documents for data interchange and round-trip validation.,shall,omt.dif,parser unit + schema validation test,TEST-OMT-Annex_D-SEM-020,Draft,P0,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause Annex D,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-Annex_E-SEM-021,IEEE 1516.2-2010,Annex E,Object Model Template,CAP-XML,OMT-XSD,OMT XML interchange processor shall validate object model documents against the official OMT XML schema artifacts.,shall,omt.xsd,parser unit + schema validation test,TEST-OMT-Annex_E-SEM-021,Draft,P0,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause Annex E,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-Annex_F-SEM-022,IEEE 1516.2-2010,Annex F,Object Model Template,CAP-OMT,OMT-SOM-FIXTURE,SOM example artifacts should be maintained as parser regression fixtures.,should,omt.examples,parser unit + schema validation test,TEST-OMT-Annex_F-SEM-022,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause Annex F,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-OMT-Annex_G-SEM-023,IEEE 1516.2-2010,Annex G,Object Model Template,CAP-OMT,OMT-FOM-FIXTURE,FOM example artifacts should be maintained as parser regression fixtures.,should,omt.examples,parser unit + schema validation test,TEST-OMT-Annex_G-SEM-023,Draft,P1,v1.0 engineering OMT clause codification.,omt_clause_detail,,IEEE 1516.2 clause Annex G,,schema/parser,static,no,Cross-check parser behavior against OMT/FDD/DIF XSD and example FOM/SOM modules.
HLA1516.2-XML-SCHEMA-ELEM-0001,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'objectModel' in the OMT schema with declared type/reference objectModelType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0001,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=objectModel; type_or_kind=objectModelType; minOccurs=; maxOccurs=; ref_or_mixed=,objectModel,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0002,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'modelIdentification' in the OMT schema with declared type/reference modelIdentificationType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0002,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=modelIdentification; type_or_kind=modelIdentificationType; minOccurs=; maxOccurs=; ref_or_mixed=,modelIdentification,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0003,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'serviceUtilization' in the OMT schema with declared type/reference serviceUtilizationType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0003,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=serviceUtilization; type_or_kind=serviceUtilizationType; minOccurs=0; maxOccurs=; ref_or_mixed=,serviceUtilization,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0004,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'objects' in the OMT schema with declared type/reference objectsType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0004,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=objects; type_or_kind=objectsType; minOccurs=; maxOccurs=; ref_or_mixed=,objects,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0005,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'interactions' in the OMT schema with declared type/reference interactionsType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0005,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=interactions; type_or_kind=interactionsType; minOccurs=; maxOccurs=; ref_or_mixed=,interactions,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0006,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'dimensions' in the OMT schema with declared type/reference dimensionsType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0006,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=dimensions; type_or_kind=dimensionsType; minOccurs=; maxOccurs=; ref_or_mixed=,dimensions,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0007,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'time' in the OMT schema with declared type/reference timeType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0007,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=time; type_or_kind=timeType; minOccurs=0; maxOccurs=; ref_or_mixed=,time,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0008,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'tags' in the OMT schema with declared type/reference tagsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0008,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=tags; type_or_kind=tagsType; minOccurs=0; maxOccurs=; ref_or_mixed=,tags,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0009,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'synchronizations' in the OMT schema with declared type/reference synchronizationsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0009,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=synchronizations; type_or_kind=synchronizationsType; minOccurs=0; maxOccurs=; ref_or_mixed=,synchronizations,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0010,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'transportations' in the OMT schema with declared type/reference transportationsType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0010,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=transportations; type_or_kind=transportationsType; minOccurs=; maxOccurs=; ref_or_mixed=,transportations,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0011,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'switches' in the OMT schema with declared type/reference switchesType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0011,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=switches; type_or_kind=switchesType; minOccurs=; maxOccurs=; ref_or_mixed=,switches,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0012,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'updateRates' in the OMT schema with declared type/reference updateRatesType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0012,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=updateRates; type_or_kind=updateRatesType; minOccurs=0; maxOccurs=; ref_or_mixed=,updateRates,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0013,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'dataTypes' in the OMT schema with declared type/reference dataTypesType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0013,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=dataTypes; type_or_kind=dataTypesType; minOccurs=; maxOccurs=; ref_or_mixed=,dataTypes,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0014,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'notes' in the OMT schema with declared type/reference notesType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0014,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=notes; type_or_kind=notesType; minOccurs=0; maxOccurs=; ref_or_mixed=,notes,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0015,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference NonEmptyString.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0015,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=name; type_or_kind=NonEmptyString; minOccurs=; maxOccurs=; ref_or_mixed=,name,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0016,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'type' in the OMT schema with declared type/reference modelType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0016,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=type; type_or_kind=modelType; minOccurs=; maxOccurs=; ref_or_mixed=,type,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0017,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'version' in the OMT schema with declared type/reference NonEmptyString.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0017,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=version; type_or_kind=NonEmptyString; minOccurs=; maxOccurs=; ref_or_mixed=,version,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0018,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'modificationDate' in the OMT schema with declared type/reference as defined.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0018,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=modificationDate; type_or_kind=; minOccurs=; maxOccurs=; ref_or_mixed=,modificationDate,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0019,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'securityClassification' in the OMT schema with declared type/reference securityClassificationType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0019,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=securityClassification; type_or_kind=securityClassificationType; minOccurs=; maxOccurs=; ref_or_mixed=,securityClassification,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0020,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'releaseRestriction' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0020,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=releaseRestriction; type_or_kind=String; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,releaseRestriction,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0021,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'purpose' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0021,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=purpose; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,purpose,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0022,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'applicationDomain' in the OMT schema with declared type/reference applicationDomainType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0022,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=applicationDomain; type_or_kind=applicationDomainType; minOccurs=0; maxOccurs=; ref_or_mixed=,applicationDomain,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0023,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'description' in the OMT schema with declared type/reference NonEmptyString.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0023,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=description; type_or_kind=NonEmptyString; minOccurs=; maxOccurs=; ref_or_mixed=,description,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0024,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'useLimitation' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0024,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=useLimitation; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,useLimitation,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
