packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516-FW-5_3-DET-003,HLA1516-RULE-003;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-DDM-001,IEEE 1516-2010,5.3,FW-DATA-EXCHANGE,DET,"The RTI shall coordinate, synchronize, and exchange data according to the FOM and federate declarations.",requirements review + integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_5_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo directly proves RTI-mediated exchange paths and declaration-driven routing, but the imported framework statements also include broader federate-responsibility language that remains only partially harmonized."
HLA1516-FW-5_3-DET-004,HLA1516-RULE-003;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-DDM-001,IEEE 1516-2010,5.3,FW-DATA-EXCHANGE,DET,Federates shall remain responsible for substantive correctness of produced and consumed data.,requirements review + integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_5_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo directly proves RTI-mediated exchange paths and declaration-driven routing, but the imported framework statements also include broader federate-responsibility language that remains only partially harmonized."
HLA1516-FW-RULE_3_RTI_EXCHANGE-007,HLA1516-RULE-003;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-DDM-001,IEEE 1516-2010,5.3,RULE-3-RTI-EXCHANGE,FW_RULE_DETAIL,Federates shall exchange FOM-defined data through RTI services during federation execution.,integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions,partial,rti.services,hla_1516_requirements_master_v1_0.csv,"RTI-mediated exchange is directly exercised, but this framework rule remains broader than the current clause-level exchange witnesses."
HLA1516-RULE-003,HLA1516-RULE-003;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-DDM-001,IEEE 1516-2010,5.3,FW-DATA-EXCHANGE,partial,"During execution, exchange of FOM-defined data among joined federates shall occur through RTI services.",review + integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_5_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,partial,rti.transport,hla_1516_requirements_master_v1_0.csv,"The repo directly proves RTI-mediated exchange paths and declaration-driven routing, but the imported framework statements also include broader federate-responsibility language that remains only partially harmonized."
HLA1516-FW-5_4-DET-001,HLA1516-RULE-004;HLA1516.1-FM-001;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-OWN-001;HLA1516.1-TM-001;HLA1516.1-DDM-001;HLA1516.1-SUP-001,IEEE 1516-2010,5.4,FW-INTERFACE,DET,Joined federates shall use the standard HLA federate interface to access RTI services.,requirements review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_5_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_7_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_9_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The standard federate interface surface is strongly represented by signature audits, but the imported framework statements cover the whole IEEE 1516.1 behavioral contract and remain broader than the current direct proof set."
HLA1516-FW-5_4-DET-002,HLA1516-RULE-004;HLA1516.1-FM-001;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-OWN-001;HLA1516.1-TM-001;HLA1516.1-DDM-001;HLA1516.1-SUP-001,IEEE 1516-2010,5.4,FW-INTERFACE,DET,RTI/federate interaction behavior shall conform to IEEE 1516.1-2010 interface semantics.,requirements review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_5_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_7_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_9_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The standard federate interface surface is strongly represented by signature audits, but the imported framework statements cover the whole IEEE 1516.1 behavioral contract and remain broader than the current direct proof set."
HLA1516-FW-RULE_4_INTERFACE-008,HLA1516-RULE-004;HLA1516.1-FM-001;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-OWN-001;HLA1516.1-TM-001;HLA1516.1-DDM-001;HLA1516.1-SUP-001,IEEE 1516-2010,5.4,RULE-4-INTERFACE,FW_RULE_DETAIL,Federates shall interact with the RTI using the standard HLA federate interface.,API conformance test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_5_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings,partial,rti.interface,hla_1516_requirements_master_v1_0.csv,"Current API-surface audits prove substantial standard-interface coverage, but Rule 4 remains broader than the present clause-by-clause executable witnesses."
HLA1516-RULE-004,HLA1516-RULE-004;HLA1516.1-FM-001;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-OWN-001;HLA1516.1-TM-001;HLA1516.1-DDM-001;HLA1516.1-SUP-001,IEEE 1516-2010,5.4,FW-INTERFACE,partial,Joined federates shall interact with the RTI through the standard HLA federate interface.,review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_5_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_7_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_9_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings,partial,rti.interface,hla_1516_requirements_master_v1_0.csv,"The standard federate interface surface is strongly represented by signature audits, but the imported framework statements cover the whole IEEE 1516.1 behavioral contract and remain broader than the current direct proof set."
HLA1516-FW-5_5-DET-001,HLA1516-RULE-005;HLA1516.1-OWN-7.1-001;HLA1516.1-OWN-7.1-002;HLA1516.1-OWN-7.10-001,IEEE 1516-2010,5.5,FW-OWNERSHIP,DET,At most one joined federate shall own a given instance attribute at any point in time.,requirements review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_query_attribute_ownership_reports_owner_for_owned_attribute;tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,mapped,framework.rules,hla_1516_requirements_master_v1_0.csv,Current ownership-management runtime and callback evidence directly covers single-owner semantics and dynamic acquisition/divestiture support.
HLA1516-FW-5_5-DET-002,HLA1516-RULE-005;HLA1516.1-OWN-7.1-001;HLA1516.1-OWN-7.1-002;HLA1516.1-OWN-7.10-001,IEEE 1516-2010,5.5,FW-OWNERSHIP,DET,The RTI shall support dynamic acquisition and divestiture of instance-attribute ownership during execution.,requirements review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_query_attribute_ownership_reports_owner_for_owned_attribute;tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,mapped,framework.rules,hla_1516_requirements_master_v1_0.csv,Current ownership-management runtime and callback evidence directly covers single-owner semantics and dynamic acquisition/divestiture support.
HLA1516-FW-RULE_5_OWNERSHIP-009,HLA1516-RULE-005;HLA1516.1-OWN-7.1-001;HLA1516.1-OWN-7.1-002,IEEE 1516-2010,5.5,RULE-5-OWNERSHIP,FW_RULE_DETAIL,At most one federate shall own a given object instance attribute at a given time.,ownership invariant test,tests/backends/test_python_backend_object_ownership_extended.py::test_query_attribute_ownership_reports_owner_for_owned_attribute;tests/backends/test_python_backend_object_ownership_extended.py::test_query_attribute_ownership_reports_not_owned_after_divestiture,mapped,ownership.registry,hla_1516_requirements_master_v1_0.csv,The repo directly proves the Rule 5 single-owner ownership constraint for object instance attributes.
HLA1516-RULE-005,HLA1516-RULE-005;HLA1516.1-OWN-7.1-001;HLA1516.1-OWN-7.1-002;HLA1516.1-OWN-7.10-001,IEEE 1516-2010,5.5,FW-OWNERSHIP,FW_RULE_DETAIL,An object instance attribute shall be owned by at most one joined federate at a time.,review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_query_attribute_ownership_reports_owner_for_owned_attribute;tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,mapped,ownership.registry,hla_1516_requirements_master_v1_0.csv,Current ownership-management runtime and callback evidence directly covers single-owner semantics and dynamic acquisition/divestiture support.
HLA1516-FW-6_1-DET-001,HLA1516-RULE-006;HLA1516.2-OMT-4.0-002;HLA1516.2-OMT-F-001,IEEE 1516-2010,6.1,FW-SOM,DET,A federate shall have an HLA SOM documented in accordance with the HLA OMT.,requirements review + integration test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim;tests/factories/test_fom_omt_parsing.py::test_standard_annex_f_and_g_example_modules_are_maintained_as_parser_regression_fixtures,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo parses and preserves SOM example artifacts in OMT form, but the framework-wide claim that each federate carries a complete SOM is broader than the current direct proof set."
HLA1516-FW-6_1-DET-002,HLA1516-RULE-006;HLA1516.2-OMT-4.0-002;HLA1516.2-OMT-F-001,IEEE 1516-2010,6.1,FW-SOM,DET,"A SOM shall describe object classes, attributes, and interaction classes that the federate can make public.",requirements review + integration test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim;tests/factories/test_fom_omt_parsing.py::test_standard_annex_f_and_g_example_modules_are_maintained_as_parser_regression_fixtures,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo parses and preserves SOM example artifacts in OMT form, but the framework-wide claim that each federate carries a complete SOM is broader than the current direct proof set."
HLA1516-FW-6_1-DET-003,HLA1516-RULE-006;HLA1516.2-OMT-4.0-002;HLA1516.2-OMT-F-001,IEEE 1516-2010,6.1,FW-SOM,DET,A SOM shall be specified using one or more SOM modules and may include a MIM.,requirements review + integration test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim;tests/factories/test_fom_omt_parsing.py::test_standard_annex_f_and_g_example_modules_are_maintained_as_parser_regression_fixtures,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo parses and preserves SOM example artifacts in OMT form, but the framework-wide claim that each federate carries a complete SOM is broader than the current direct proof set."
HLA1516-FW-RULE_6_SOM-010,HLA1516-RULE-006;HLA1516.2-OMT-4.0-002;HLA1516.2-OMT-F-001,IEEE 1516-2010,6.1,RULE-6-SOM,FW_RULE_DETAIL,Each federate shall have an HLA Simulation Object Model documented in accordance with the OMT.,SOM validation,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim,partial,omt.som,hla_1516_requirements_master_v1_0.csv,"Current SOM parsing evidence supports the OMT-documented SOM concept, but the framework rule remains broader than the repo’s current federate-specific documentation proofs."
HLA1516-RULE-006,HLA1516-RULE-006;HLA1516.2-OMT-4.0-002;HLA1516.2-OMT-F-001,IEEE 1516-2010,6.1,FW-SOM,partial,Federates shall define a SOM documented using the HLA OMT.,review + integration test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim;tests/factories/test_fom_omt_parsing.py::test_standard_annex_f_and_g_example_modules_are_maintained_as_parser_regression_fixtures,partial,omt.som,hla_1516_requirements_master_v1_0.csv,"The repo parses and preserves SOM example artifacts in OMT form, but the framework-wide claim that each federate carries a complete SOM is broader than the current direct proof set."
HLA1516-FW-6_2-DET-001,HLA1516-RULE-007;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-DDM-001,IEEE 1516-2010,6.2,FW-SOM-CAPABILITY,DET,A federate shall be able to update or reflect attributes as specified in its SOM.,requirements review + integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"Publish/subscribe and update/interaction runtime behavior is covered, but the SOM capability statement remains broader than the current direct per-federate documentation proof."
HLA1516-FW-6_2-DET-002,HLA1516-RULE-007;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-DDM-001,IEEE 1516-2010,6.2,FW-SOM-CAPABILITY,DET,A federate shall be able to send or receive interactions as specified in its SOM.,requirements review + integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"Publish/subscribe and update/interaction runtime behavior is covered, but the SOM capability statement remains broader than the current direct per-federate documentation proof."
