packet_requirement_id,curated_requirement_id,standard,clause,service_name,reconciliation_kind,feature,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-OM-6_2-EXC-006,HLA1516.1-OM-6.2-001,IEEE 1516.1-2010,6.2,Reserve Object Instance Name,EXC,OM-RESERVE-OBJECT-INSTANCE-NAME,"Implementation shall raise or report the standard exception conditions for Reserve Object Instance Name, including: FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress.",negative conformance test,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_2-MOM-007,HLA1516.1-OM-6.2-001,IEEE 1516.1-2010,6.2,Reserve Object Instance Name,MOM,OM-RESERVE-OBJECT-INSTANCE-NAME,Implementation shall expose Reserve Object Instance Name activity through MOM/service reporting or related management state when the corresponding MOM reporting is enabled or applicable.,MOM observer test,test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Direct MOM observer proof now shows this Clause 6 federate-initiated service is emitted through HLAreportServiceInvocation when the invoking federate enables service reporting and a second federate subscribes as witness.
HLA1516.1-OM-6_3-SVC-001,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,Object Instance Name Reserved,SVC,OM-OBJECT-INSTANCE-NAME-RESERVED,RTI shall provide the Object Instance Name Reserved service.,unit + integration + API conformance test,test_name_reservation_callbacks_report_success_and_failure,mapped,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,The coarse Clause 6 ledger already carries a direct service or callback requirement for this operation.
HLA1516.1-OM-6_3-SIG-002,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,Object Instance Name Reserved,SIG,OM-OBJECT-INSTANCE-NAME-RESERVED,Implementation shall support the standard API signature set for Object Instance Name Reserved: overload 1: (String objectName) -> void | overload 1: (String objectName) -> void.,static API signature test,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,mapped,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_3-ARG-003,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,Object Instance Name Reserved,ARG,OM-OBJECT-INSTANCE-NAME-RESERVED,"Implementation shall validate supplied arguments for Object Instance Name Reserved, including handles, names, sets, time values, tags, regions, and factories applicable to Clause 6.3.",unit + negative integration test,test_name_reservation_callbacks_report_success_and_failure,partial,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_3-PRE-004,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,Object Instance Name Reserved,PRE,OM-OBJECT-INSTANCE-NAME-RESERVED,"Implementation shall enforce execution-state preconditions for Object Instance Name Reserved, including connected/joined state, publication/subscription/ownership/time/DDM state, and callback-context restrictions where applicable.",state-machine test,test_name_reservation_callbacks_report_success_and_failure,partial,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_3-EFF-005,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,Object Instance Name Reserved,EFF,OM-OBJECT-INSTANCE-NAME-RESERVED,Federate ambassador shall receive reservation success/failure information for a reserved object instance name.,integration + scenario test,test_name_reservation_callbacks_report_success_and_failure,mapped,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"The runtime effect is partially represented in the coarse Clause 6 ledger, but this packet row compresses multiple state-transition consequences into one detailed requirement."
HLA1516.1-OM-6_3-EXC-006,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,Object Instance Name Reserved,EXC,OM-OBJECT-INSTANCE-NAME-RESERVED,"Implementation shall raise or report the standard exception conditions for Object Instance Name Reserved, including: FederateInternalError.",negative conformance test,test_name_reservation_callbacks_report_success_and_failure,partial,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_3-MOM-007,HLA1516.1-OM-6.3-001,IEEE 1516.1-2010,6.3,Object Instance Name Reserved,MOM,OM-OBJECT-INSTANCE-NAME-RESERVED,Implementation shall expose Object Instance Name Reserved activity through MOM/service reporting or related management state when the corresponding MOM reporting is enabled or applicable.,MOM observer test,test_name_reservation_callbacks_report_success_and_failure,planned,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Clause 6 MOM or service-reporting visibility has not yet been reconciled to a direct repo-native observer test the way Clause 5 Declaration Management now is.
HLA1516.1-OM-6_4-SVC-001,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,Release Object Instance Name,SVC,OM-RELEASE-OBJECT-INSTANCE-NAME,RTI shall provide the Release Object Instance Name service.,unit + integration + API conformance test,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,The coarse Clause 6 ledger already carries a direct service or callback requirement for this operation.
HLA1516.1-OM-6_4-SIG-002,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,Release Object Instance Name,SIG,OM-RELEASE-OBJECT-INSTANCE-NAME,Implementation shall support the standard API signature set for Release Object Instance Name: overload 1: (String theObjectInstanceName) -> void.,static API signature test,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_4-ARG-003,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,Release Object Instance Name,ARG,OM-RELEASE-OBJECT-INSTANCE-NAME,"Implementation shall validate supplied arguments for Release Object Instance Name, including handles, names, sets, time values, tags, regions, and factories applicable to Clause 6.4.",unit + negative integration test,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_4-PRE-004,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,Release Object Instance Name,PRE,OM-RELEASE-OBJECT-INSTANCE-NAME,"Implementation shall enforce execution-state preconditions for Release Object Instance Name, including connected/joined state, publication/subscription/ownership/time/DDM state, and callback-context restrictions where applicable.",state-machine test,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_4-EFF-005,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,Release Object Instance Name,EFF,OM-RELEASE-OBJECT-INSTANCE-NAME,RTI shall release a previously reserved object instance name so that reservation state no longer blocks valid future use.,integration + scenario test,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"The runtime effect is partially represented in the coarse Clause 6 ledger, but this packet row compresses multiple state-transition consequences into one detailed requirement."
HLA1516.1-OM-6_4-EXC-006,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,Release Object Instance Name,EXC,OM-RELEASE-OBJECT-INSTANCE-NAME,"Implementation shall raise or report the standard exception conditions for Release Object Instance Name, including: FederateNotExecutionMember; NotConnected; ObjectInstanceNameNotReserved; RTIinternalError; RestoreInProgress; SaveInProgress.",negative conformance test,test_request_attribute_value_update_rejects_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_4-MOM-007,HLA1516.1-OM-6.4-001,IEEE 1516.1-2010,6.4,Release Object Instance Name,MOM,OM-RELEASE-OBJECT-INSTANCE-NAME,Implementation shall expose Release Object Instance Name activity through MOM/service reporting or related management state when the corresponding MOM reporting is enabled or applicable.,MOM observer test,test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Direct MOM observer proof now shows this Clause 6 federate-initiated service is emitted through HLAreportServiceInvocation when the invoking federate enables service reporting and a second federate subscribes as witness.
HLA1516.1-OM-6_5-SVC-001,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,Reserve Multiple Object Instance Names,SVC,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAM,RTI shall provide the Reserve Multiple Object Instance Names service.,unit + integration + API conformance test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,The coarse Clause 6 ledger already carries a direct service or callback requirement for this operation.
HLA1516.1-OM-6_5-SIG-002,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,Reserve Multiple Object Instance Names,SIG,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAM,Implementation shall support the standard API signature set for Reserve Multiple Object Instance Names: overload 1: (Set<String> theObjectNames) -> void.,static API signature test,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_5-ARG-003,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,Reserve Multiple Object Instance Names,ARG,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAM,"Implementation shall validate supplied arguments for Reserve Multiple Object Instance Names, including handles, names, sets, time values, tags, regions, and factories applicable to Clause 6.5.",unit + negative integration test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_5-PRE-004,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,Reserve Multiple Object Instance Names,PRE,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAM,"Implementation shall enforce execution-state preconditions for Reserve Multiple Object Instance Names, including connected/joined state, publication/subscription/ownership/time/DDM state, and callback-context restrictions where applicable.",state-machine test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_5-EFF-005,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,Reserve Multiple Object Instance Names,EFF,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAM,RTI shall reserve all valid requested object instance names as a coordinated multiple-name reservation request.,integration + scenario test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"The runtime effect is partially represented in the coarse Clause 6 ledger, but this packet row compresses multiple state-transition consequences into one detailed requirement."
HLA1516.1-OM-6_5-EXC-006,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,Reserve Multiple Object Instance Names,EXC,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAM,"Implementation shall raise or report the standard exception conditions for Reserve Multiple Object Instance Names, including: FederateNotExecutionMember; IllegalName; NameSetWasEmpty; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress.",negative conformance test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_5-MOM-007,HLA1516.1-OM-6.5-001,IEEE 1516.1-2010,6.5,Reserve Multiple Object Instance Names,MOM,OM-RESERVE-MULTIPLE-OBJECT-INSTANCE-NAM,Implementation shall expose Reserve Multiple Object Instance Names activity through MOM/service reporting or related management state when the corresponding MOM reporting is enabled or applicable.,MOM observer test,test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Direct MOM observer proof now shows this Clause 6 federate-initiated service is emitted through HLAreportServiceInvocation when the invoking federate enables service reporting and a second federate subscribes as witness.
HLA1516.1-OM-6_6-SVC-001,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,Multiple Object Instance Names Reserved,SVC,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESER,RTI shall provide the Multiple Object Instance Names Reserved service.,unit + integration + API conformance test,test_name_reservation_callbacks_report_success_and_failure,mapped,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,The coarse Clause 6 ledger already carries a direct service or callback requirement for this operation.
HLA1516.1-OM-6_6-SIG-002,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,Multiple Object Instance Names Reserved,SIG,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESER,Implementation shall support the standard API signature set for Multiple Object Instance Names Reserved: overload 1: (Set<String> objectNames) -> void | overload 1: (Set<String> objectNames) -> void.,static API signature test,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,mapped,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_6-ARG-003,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,Multiple Object Instance Names Reserved,ARG,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESER,"Implementation shall validate supplied arguments for Multiple Object Instance Names Reserved, including handles, names, sets, time values, tags, regions, and factories applicable to Clause 6.6.",unit + negative integration test,test_name_reservation_callbacks_report_success_and_failure,partial,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_6-PRE-004,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,Multiple Object Instance Names Reserved,PRE,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESER,"Implementation shall enforce execution-state preconditions for Multiple Object Instance Names Reserved, including connected/joined state, publication/subscription/ownership/time/DDM state, and callback-context restrictions where applicable.",state-machine test,test_name_reservation_callbacks_report_success_and_failure,partial,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_6-EFF-005,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,Multiple Object Instance Names Reserved,EFF,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESER,Federate ambassador shall receive reservation success/failure information for the multiple-name reservation request.,integration + scenario test,test_name_reservation_callbacks_report_success_and_failure,mapped,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"The runtime effect is partially represented in the coarse Clause 6 ledger, but this packet row compresses multiple state-transition consequences into one detailed requirement."
HLA1516.1-OM-6_6-EXC-006,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,Multiple Object Instance Names Reserved,EXC,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESER,"Implementation shall raise or report the standard exception conditions for Multiple Object Instance Names Reserved, including: FederateInternalError.",negative conformance test,test_name_reservation_callbacks_report_success_and_failure,partial,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
HLA1516.1-OM-6_6-MOM-007,HLA1516.1-OM-6.6-001,IEEE 1516.1-2010,6.6,Multiple Object Instance Names Reserved,MOM,OM-MULTIPLE-OBJECT-INSTANCE-NAMES-RESER,Implementation shall expose Multiple Object Instance Names Reserved activity through MOM/service reporting or related management state when the corresponding MOM reporting is enabled or applicable.,MOM observer test,test_name_reservation_callbacks_report_success_and_failure,planned,object_naming_callback,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Clause 6 MOM or service-reporting visibility has not yet been reconciled to a direct repo-native observer test the way Clause 5 Declaration Management now is.
HLA1516.1-OM-6_7-SVC-001,HLA1516.1-OM-6.7-001,IEEE 1516.1-2010,6.7,Release Multiple Object Instance Names,SVC,OM-RELEASE-MULTIPLE-OBJECT-INSTANCE-NAM,RTI shall provide the Release Multiple Object Instance Names service.,unit + integration + API conformance test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,The coarse Clause 6 ledger already carries a direct service or callback requirement for this operation.
HLA1516.1-OM-6_7-SIG-002,HLA1516.1-OM-6.7-001,IEEE 1516.1-2010,6.7,Release Multiple Object Instance Names,SIG,OM-RELEASE-MULTIPLE-OBJECT-INSTANCE-NAM,Implementation shall support the standard API signature set for Release Multiple Object Instance Names: overload 1: (Set<String> theObjectNames) -> void.,static API signature test,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,mapped,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_7-ARG-003,HLA1516.1-OM-6.7-001,IEEE 1516.1-2010,6.7,Release Multiple Object Instance Names,ARG,OM-RELEASE-MULTIPLE-OBJECT-INSTANCE-NAM,"Implementation shall validate supplied arguments for Release Multiple Object Instance Names, including handles, names, sets, time values, tags, regions, and factories applicable to Clause 6.7.",unit + negative integration test,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,partial,object_naming,hla_1516_clause6_11_detailed_requirements_v1_0.csv,"Negative-path or state-guard evidence exists nearby in the coarse Clause 6 ledger, but this packet row is still broader than the current repo-native requirement wording."
