packet_requirement_id,curated_requirement_id,standard,clause,service_name,reconciliation_kind,feature,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-OWN-7_3-NEGOTIATEDATTRIBUTEOWNERSHIPDIVESTITURE-EXC-001,HLA1516.1-OWN-7.3-001,IEEE 1516.1-2010,7.3,negotiatedAttributeOwnershipDivestiture,EXC,OWN-NEGOTIATED_ATTRIBUTE_OWNERSHIP_DIVESTITURE,"The RTI shall raise the standard exceptions exposed by `negotiatedAttributeOwnershipDivestiture` when the corresponding error conditions occur: AttributeAlreadyBeingDivested, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,partial,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_3-NEGOTIATEDATTRIBUTEOWNERSHIPDIVESTITURE-MOM-001,HLA1516.1-OWN-7.3-001,IEEE 1516.1-2010,7.3,negotiatedAttributeOwnershipDivestiture,MOM,OWN-NEGOTIATED_ATTRIBUTE_OWNERSHIP_DIVESTITURE,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `negotiatedAttributeOwnershipDivestiture` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,test_clause_7_services_are_observable_through_mom_service_invocation_reporting,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership MOM witness now proves this service is observable through HLAreportServiceInvocation when service reporting is enabled for the invoking federate.
HLA1516.1-OWN-7_3-NEGOTIATEDATTRIBUTEOWNERSHIPDIVESTITURE-PRE-001,HLA1516.1-OWN-7.3-001,IEEE 1516.1-2010,7.3,negotiatedAttributeOwnershipDivestiture,PRE,OWN-NEGOTIATED_ATTRIBUTE_OWNERSHIP_DIVESTITURE,"The RTI shall validate all standard preconditions for `negotiatedAttributeOwnershipDivestiture`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,partial,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_3-NEGOTIATEDATTRIBUTEOWNERSHIPDIVESTITURE-SIG-001,HLA1516.1-OWN-7.3-001,IEEE 1516.1-2010,7.3,negotiatedAttributeOwnershipDivestiture,SIG,OWN-NEGOTIATED_ATTRIBUTE_OWNERSHIP_DIVESTITURE,The implementation shall expose `negotiatedAttributeOwnershipDivestiture` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_7_service_and_callback_signature_metadata_matches_source_bindings,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Static signature audit now proves the RTIambassador binding exists and the source-derived Java API metadata records the standard Clause 7 parameter and return-type shapes for this ownership service.
HLA1516.1-OWN-7_3-NEGOTIATEDATTRIBUTEOWNERSHIPDIVESTITURE-SVC-001,HLA1516.1-OWN-7.3-001,IEEE 1516.1-2010,7.3,negotiatedAttributeOwnershipDivestiture,SVC,OWN-NEGOTIATED_ATTRIBUTE_OWNERSHIP_DIVESTITURE,The RTI shall provide the Negotiated Attribute Ownership Divestiture service through the `negotiatedAttributeOwnershipDivestiture` operation.,unit + integration + API conformance tests,test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current curated Clause 7 ownership rows already carry direct runtime or callback evidence for this packet slice.
HLA1516.1-OWN-7_3-NEGOTIATEDATTRIBUTEOWNERSHIPDIVESTITURE-TEST-001,HLA1516.1-OWN-7.3-001,IEEE 1516.1-2010,7.3,negotiatedAttributeOwnershipDivestiture,TEST,OWN-NEGOTIATED_ATTRIBUTE_OWNERSHIP_DIVESTITURE,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `negotiatedAttributeOwnershipDivestiture`.",test-suite audit,test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,partial,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_4-REQUESTATTRIBUTEOWNERSHIPASSUMPTION-CB-001,HLA1516.1-OWN-7.4-001,IEEE 1516.1-2010,7.4,requestAttributeOwnershipAssumption,CB,OWN-REQUEST_ATTRIBUTE_OWNERSHIP_ASSUMPTION,The RTI shall issue the Request Attribute Ownership Assumption callback through the federate ambassador `requestAttributeOwnershipAssumption` operation when the standard callback conditions are satisfied.,callback integration tests,test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current ownership callback tests directly exercise this callback family.
HLA1516.1-OWN-7_4-REQUESTATTRIBUTEOWNERSHIPASSUMPTION-CB_ORDER-001,HLA1516.1-OWN-7.4-001,IEEE 1516.1-2010,7.4,requestAttributeOwnershipAssumption,CB_ORDER,OWN-REQUEST_ATTRIBUTE_OWNERSHIP_ASSUMPTION,"The RTI shall deliver `requestAttributeOwnershipAssumption` in the callback model selected by the federate and in an order consistent with standard service, save/restore, time-management, and message-delivery rules.",callback ordering tests,tests/backends/test_python_backend_object_ownership_extended.py::test_ownership_callback_sequences_and_payloads_are_exact_for_negotiated_and_cancellation_flows,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership callback tests now prove `requestAttributeOwnershipAssumption` is delivered as an isolated callback in the negotiated divestiture flow.
HLA1516.1-OWN-7_4-REQUESTATTRIBUTEOWNERSHIPASSUMPTION-CB_PAYLOAD-001,HLA1516.1-OWN-7.4-001,IEEE 1516.1-2010,7.4,requestAttributeOwnershipAssumption,CB_PAYLOAD,OWN-REQUEST_ATTRIBUTE_OWNERSHIP_ASSUMPTION,"The RTI shall populate `requestAttributeOwnershipAssumption` callback arguments consistently with the federation state transition, object instance, attribute, interaction, ownership, or time-management event being reported.",payload verification tests,tests/backends/test_python_backend_object_ownership_extended.py::test_ownership_callback_sequences_and_payloads_are_exact_for_negotiated_and_cancellation_flows,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership callback tests now prove `requestAttributeOwnershipAssumption` carries the expected object, attribute set, and user-supplied tag payload.
HLA1516.1-OWN-7_4-REQUESTATTRIBUTEOWNERSHIPASSUMPTION-CB_SIG-001,HLA1516.1-OWN-7.4-001,IEEE 1516.1-2010,7.4,requestAttributeOwnershipAssumption,CB_SIG,OWN-REQUEST_ATTRIBUTE_OWNERSHIP_ASSUMPTION,The federate ambassador binding shall expose `requestAttributeOwnershipAssumption` with return type `void` and standard arguments: ObjectInstanceHandle theObject; AttributeHandleSet offeredAttributes; byte[] userSuppliedTag.,API signature static test,test_clause_7_service_and_callback_signature_metadata_matches_source_bindings,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Static signature audit now proves the FederateAmbassador binding exists and the source-derived Java API metadata records the standard Clause 7 callback parameter shapes for this ownership callback family.
HLA1516.1-OWN-7_5-REQUESTDIVESTITURECONFIRMATION-CB-001,HLA1516.1-OWN-7.5-001,IEEE 1516.1-2010,7.5,requestDivestitureConfirmation,CB,OWN-REQUEST_DIVESTITURE_CONFIRMATION,The RTI shall issue the Request Divestiture Confirmation callback through the federate ambassador `requestDivestitureConfirmation` operation when the standard callback conditions are satisfied.,callback integration tests,test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current ownership callback tests directly exercise this callback family.
HLA1516.1-OWN-7_5-REQUESTDIVESTITURECONFIRMATION-CB_ORDER-001,HLA1516.1-OWN-7.5-001,IEEE 1516.1-2010,7.5,requestDivestitureConfirmation,CB_ORDER,OWN-REQUEST_DIVESTITURE_CONFIRMATION,"The RTI shall deliver `requestDivestitureConfirmation` in the callback model selected by the federate and in an order consistent with standard service, save/restore, time-management, and message-delivery rules.",callback ordering tests,tests/backends/test_python_backend_object_ownership_extended.py::test_ownership_callback_sequences_and_payloads_are_exact_for_negotiated_and_cancellation_flows,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership callback tests now prove `requestDivestitureConfirmation` is delivered as an isolated callback when the negotiated acquisition path advances.
HLA1516.1-OWN-7_5-REQUESTDIVESTITURECONFIRMATION-CB_PAYLOAD-001,HLA1516.1-OWN-7.5-001,IEEE 1516.1-2010,7.5,requestDivestitureConfirmation,CB_PAYLOAD,OWN-REQUEST_DIVESTITURE_CONFIRMATION,"The RTI shall populate `requestDivestitureConfirmation` callback arguments consistently with the federation state transition, object instance, attribute, interaction, ownership, or time-management event being reported.",payload verification tests,tests/backends/test_python_backend_object_ownership_extended.py::test_ownership_callback_sequences_and_payloads_are_exact_for_negotiated_and_cancellation_flows,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership callback tests now prove `requestDivestitureConfirmation` carries the expected object and attribute-set payload.
HLA1516.1-OWN-7_5-REQUESTDIVESTITURECONFIRMATION-CB_SIG-001,HLA1516.1-OWN-7.5-001,IEEE 1516.1-2010,7.5,requestDivestitureConfirmation,CB_SIG,OWN-REQUEST_DIVESTITURE_CONFIRMATION,The federate ambassador binding shall expose `requestDivestitureConfirmation` with return type `void` and standard arguments: ObjectInstanceHandle theObject; AttributeHandleSet offeredAttributes.,API signature static test,test_clause_7_service_and_callback_signature_metadata_matches_source_bindings,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Static signature audit now proves the FederateAmbassador binding exists and the source-derived Java API metadata records the standard Clause 7 callback parameter shapes for this ownership callback family.
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-ARG-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,ARG,OWN-CONFIRM_DIVESTITURE,The implementation shall accept and validate `confirmDivestiture` overload 1 arguments: ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; byte[] userSuppliedTag.,argument validation tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,partial,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-EFF-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,EFF,OWN-CONFIRM_DIVESTITURE,"The RTI shall transition ownership state for the requested instance attributes according to unconditional, negotiated, or if-wanted divestiture semantics and shall notify affected federates.",state-transition integration tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current curated Clause 7 ownership rows already carry direct runtime or callback evidence for this packet slice.
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-EXC-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,EXC,OWN-CONFIRM_DIVESTITURE,"The RTI shall raise the standard exceptions exposed by `confirmDivestiture` when the corresponding error conditions occur: NoAcquisitionPending, AttributeDivestitureWasNotRequested, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,partial,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-MOM-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,MOM,OWN-CONFIRM_DIVESTITURE,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `confirmDivestiture` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,test_clause_7_services_are_observable_through_mom_service_invocation_reporting,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership MOM witness now proves this service is observable through HLAreportServiceInvocation when service reporting is enabled for the invoking federate.
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-PRE-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,PRE,OWN-CONFIRM_DIVESTITURE,"The RTI shall validate all standard preconditions for `confirmDivestiture`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,partial,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-SIG-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,SIG,OWN-CONFIRM_DIVESTITURE,The implementation shall expose `confirmDivestiture` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_7_service_and_callback_signature_metadata_matches_source_bindings,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Static signature audit now proves the RTIambassador binding exists and the source-derived Java API metadata records the standard Clause 7 parameter and return-type shapes for this ownership service.
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-SVC-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,SVC,OWN-CONFIRM_DIVESTITURE,The RTI shall provide the Confirm Divestiture service through the `confirmDivestiture` operation.,unit + integration + API conformance tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,mapped,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current curated Clause 7 ownership rows already carry direct runtime or callback evidence for this packet slice.
HLA1516.1-OWN-7_6-CONFIRMDIVESTITURE-TEST-001,HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,confirmDivestiture,TEST,OWN-CONFIRM_DIVESTITURE,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `confirmDivestiture`.",test-suite audit,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,partial,ownership_runtime,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_7-ATTRIBUTEOWNERSHIPACQUISITIONNOTIFICATION-CB-001,HLA1516.1-OWN-7.7-001;HLA1516.1-OWN-7.7-002,IEEE 1516.1-2010,7.7,attributeOwnershipAcquisitionNotification,CB,OWN-ATTRIBUTE_OWNERSHIP_ACQUISITION_NOTIFICATI,The RTI shall issue the Attribute Ownership Acquisition Notification callback through the federate ambassador `attributeOwnershipAcquisitionNotification` operation when the standard callback conditions are satisfied.,callback integration tests,test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows;test_python_rti_release_denied_preserves_owner_and_no_acquisition_grant,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current ownership callback tests directly exercise this callback family.
HLA1516.1-OWN-7_7-ATTRIBUTEOWNERSHIPACQUISITIONNOTIFICATION-CB_ORDER-001,HLA1516.1-OWN-7.7-001;HLA1516.1-OWN-7.7-002,IEEE 1516.1-2010,7.7,attributeOwnershipAcquisitionNotification,CB_ORDER,OWN-ATTRIBUTE_OWNERSHIP_ACQUISITION_NOTIFICATI,"The RTI shall deliver `attributeOwnershipAcquisitionNotification` in the callback model selected by the federate and in an order consistent with standard service, save/restore, time-management, and message-delivery rules.",callback ordering tests,tests/backends/test_python_backend_object_ownership_extended.py::test_ownership_callback_sequences_and_payloads_are_exact_for_negotiated_and_cancellation_flows,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership callback tests now prove `attributeOwnershipAcquisitionNotification` is delivered as an isolated callback when the negotiated acquisition completes.
HLA1516.1-OWN-7_7-ATTRIBUTEOWNERSHIPACQUISITIONNOTIFICATION-CB_PAYLOAD-001,HLA1516.1-OWN-7.7-001;HLA1516.1-OWN-7.7-002,IEEE 1516.1-2010,7.7,attributeOwnershipAcquisitionNotification,CB_PAYLOAD,OWN-ATTRIBUTE_OWNERSHIP_ACQUISITION_NOTIFICATI,"The RTI shall populate `attributeOwnershipAcquisitionNotification` callback arguments consistently with the federation state transition, object instance, attribute, interaction, ownership, or time-management event being reported.",payload verification tests,tests/backends/test_python_backend_object_ownership_extended.py::test_ownership_callback_sequences_and_payloads_are_exact_for_negotiated_and_cancellation_flows,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Direct ownership callback tests now prove `attributeOwnershipAcquisitionNotification` carries the expected object, attribute set, and tag payload.
HLA1516.1-OWN-7_7-ATTRIBUTEOWNERSHIPACQUISITIONNOTIFICATION-CB_SIG-001,HLA1516.1-OWN-7.7-001;HLA1516.1-OWN-7.7-002,IEEE 1516.1-2010,7.7,attributeOwnershipAcquisitionNotification,CB_SIG,OWN-ATTRIBUTE_OWNERSHIP_ACQUISITION_NOTIFICATI,The federate ambassador binding shall expose `attributeOwnershipAcquisitionNotification` with return type `void` and standard arguments: ObjectInstanceHandle theObject; AttributeHandleSet securedAttributes; byte[] userSuppliedTag.,API signature static test,test_clause_7_service_and_callback_signature_metadata_matches_source_bindings,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Static signature audit now proves the FederateAmbassador binding exists and the source-derived Java API metadata records the standard Clause 7 callback parameter shapes for this ownership callback family.
HLA1516.1-OWN-7_8-ATTRIBUTEOWNERSHIPACQUISITION-ARG-001,HLA1516.1-OWN-7.8-001,IEEE 1516.1-2010,7.8,attributeOwnershipAcquisition,ARG,OWN-ATTRIBUTE_OWNERSHIP_ACQUISITION,The implementation shall accept and validate `attributeOwnershipAcquisition` overload 1 arguments: ObjectInstanceHandle theObject; AttributeHandleSet desiredAttributes; byte[] userSuppliedTag.,argument validation tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,partial,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
HLA1516.1-OWN-7_8-ATTRIBUTEOWNERSHIPACQUISITION-EFF-001,HLA1516.1-OWN-7.8-001,IEEE 1516.1-2010,7.8,attributeOwnershipAcquisition,EFF,OWN-ATTRIBUTE_OWNERSHIP_ACQUISITION,"The RTI shall coordinate ownership acquisition state for the requested instance attributes and shall notify success, unavailability, release requests, or cancellation outcomes as required.",state-transition integration tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,mapped,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current curated Clause 7 ownership rows already carry direct runtime or callback evidence for this packet slice.
HLA1516.1-OWN-7_8-ATTRIBUTEOWNERSHIPACQUISITION-EXC-001,HLA1516.1-OWN-7.8-001,IEEE 1516.1-2010,7.8,attributeOwnershipAcquisition,EXC,OWN-ATTRIBUTE_OWNERSHIP_ACQUISITION,"The RTI shall raise the standard exceptions exposed by `attributeOwnershipAcquisition` when the corresponding error conditions occur: AttributeNotPublished, ObjectClassNotPublished, FederateOwnsAttributes, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,partial,ownership_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native ownership tests exercise related negative or callback behavior, but this packet row is broader than the current curated requirement wording."
