packet_requirement_id,curated_requirement_id,standard,clause,service_name,reconciliation_kind,feature,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-ARG-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,ARG,TM-DISABLE_TIME_REGULATION,The implementation shall accept and validate `disableTimeRegulation` overload 1 arguments: no explicit service arguments.,argument validation tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-EFF-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,EFF,TM-DISABLE_TIME_REGULATION,The RTI shall execute Disable Time Regulation according to the standard service semantics.,state-transition integration tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-EXC-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,EXC,TM-DISABLE_TIME_REGULATION,"The RTI shall raise the standard exceptions exposed by `disableTimeRegulation` when the corresponding error conditions occur: TimeRegulationIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,partial,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native time-management tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-MOM-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,MOM,TM-DISABLE_TIME_REGULATION,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `disableTimeRegulation` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_services_are_observable_through_mom_service_invocation_reporting;tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native time-management MOM observer tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-PRE-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,PRE,TM-DISABLE_TIME_REGULATION,"The RTI shall validate all standard preconditions for `disableTimeRegulation`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,partial,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native time-management tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-SIG-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,SIG,TM-DISABLE_TIME_REGULATION,The implementation shall expose `disableTimeRegulation` overload 1 returning `void` with the standard argument shape.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native time-management signature tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-SVC-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,SVC,TM-DISABLE_TIME_REGULATION,The RTI shall provide the Disable Time Regulation service through the `disableTimeRegulation` operation.,unit + integration + API conformance tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_4-DISABLETIMEREGULATION-TEST-001,HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,disableTimeRegulation,TEST,TM-DISABLE_TIME_REGULATION,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `disableTimeRegulation`.",test-suite audit,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_async_delivery_and_time_query_disable_tail_reject_not_connected_not_joined_and_save_restore,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Direct node-level positive/negative, observer, and callback-order evidence exists for this service family. The broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-ARG-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,ARG,TM-ENABLE_TIME_CONSTRAINED,The implementation shall accept and validate `enableTimeConstrained` overload 1 arguments: no explicit service arguments.,argument validation tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-EFF-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,EFF,TM-ENABLE_TIME_CONSTRAINED,The RTI shall enable or disable constrained receipt of TSO messages and shall coordinate grants with GALT/LITS semantics.,state-transition integration tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-EXC-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,EXC,TM-ENABLE_TIME_CONSTRAINED,"The RTI shall raise the standard exceptions exposed by `enableTimeConstrained` when the corresponding error conditions occur: InTimeAdvancingState, RequestForTimeConstrainedPending, TimeConstrainedAlreadyEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,partial,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native time-management tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-MOM-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,MOM,TM-ENABLE_TIME_CONSTRAINED,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `enableTimeConstrained` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_services_are_observable_through_mom_service_invocation_reporting;tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native time-management MOM observer tests directly exercise this packet slice.
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-PRE-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,PRE,TM-ENABLE_TIME_CONSTRAINED,"The RTI shall validate all standard preconditions for `enableTimeConstrained`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,partial,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native time-management tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-SIG-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,SIG,TM-ENABLE_TIME_CONSTRAINED,The implementation shall expose `enableTimeConstrained` overload 1 returning `void` with the standard argument shape.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native time-management signature tests directly exercise this packet slice.
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-SVC-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,SVC,TM-ENABLE_TIME_CONSTRAINED,The RTI shall provide the Enable Time Constrained service through the `enableTimeConstrained` operation.,unit + integration + API conformance tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo time-management tests directly exercise this packet slice.
HLA1516.1-TM-8_5-ENABLETIMECONSTRAINED-TEST-001,HLA1516.1-TM-8.5-001;HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,enableTimeConstrained,TEST,TM-ENABLE_TIME_CONSTRAINED,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `enableTimeConstrained`.",test-suite audit,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_modify_lookahead_retract_change_attribute_order_type_and_enable_time_constrained_reject_core_negative_paths;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Direct node-level positive/negative, observer, and callback-order evidence exists for this service family. The broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-TM-8_6-TIMECONSTRAINEDENABLED-CB-001,HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.6,timeConstrainedEnabled,CB,TM-TIME_CONSTRAINED_ENABLED,The RTI shall issue the Time Constrained Enabled callback through the federate ambassador `timeConstrainedEnabled` operation when the standard callback conditions are satisfied.,callback integration tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current time-management callback tests directly exercise this callback family and payload slice.
HLA1516.1-TM-8_6-TIMECONSTRAINEDENABLED-CB_ORDER-001,HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.6,timeConstrainedEnabled,CB_ORDER,TM-TIME_CONSTRAINED_ENABLED,"The RTI shall deliver `timeConstrainedEnabled` in the callback model selected by the federate and in an order consistent with standard service, save/restore, time-management, and message-delivery rules.",callback ordering tests,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_enable_and_grant_callbacks_arrive_in_expected_order;tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native time-management callback-order tests directly exercise this packet slice.
HLA1516.1-TM-8_6-TIMECONSTRAINEDENABLED-CB_PAYLOAD-001,HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.6,timeConstrainedEnabled,CB_PAYLOAD,TM-TIME_CONSTRAINED_ENABLED,"The RTI shall populate `timeConstrainedEnabled` callback arguments consistently with the federation state transition, object instance, attribute, interaction, ownership, or time-management event being reported.",payload verification tests,tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current time-management callback tests directly exercise this callback family and payload slice.
HLA1516.1-TM-8_6-TIMECONSTRAINEDENABLED-CB_SIG-001,HLA1516.1-TM-8.5-002;HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.6,timeConstrainedEnabled,CB_SIG,TM-TIME_CONSTRAINED_ENABLED,The federate ambassador binding shall expose `timeConstrainedEnabled` with return type `void` and standard arguments: LogicalTime time.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings;tests/time/test_mom_mim_and_time_semantics_v010.py::test_section8_core_time_management_surface_covers_callbacks_states_and_grants;tests/backends/test_python_backend_object_ownership_extended.py::test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped,time_management_callbacks,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native time-management callback-signature tests directly exercise this packet slice.
