edition,requirement_id,source_document,clause,page,area,service_group,service_or_check,priority,closure_wave,requirement_text,normative_level,row_kind,parent_requirement_id,canonical_status,canonical_status_reason,owner_doc,primary_test_shard,primary_command,evidence_refs,boundary_note,source_trace_strength,repo_evidence_status,tags
2025,HLA2025-FI-SVC-011,IEEE Std 1516.1-2025 Federate Interface Specification,4.12,58,Federate Interface service catalog,Federation management,Resign Federation Execution,P0,1-fi-service-and-binding-disposition,"Implement and expose the Resign Federation Execution RTI service from FI clause 4.12, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-federate-membership-and-resign-services.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.12.3 precondition item(s) (9 extracted) and exception/failure outcomes: Invalid resign directive; Cannot resign due to pending attempt to acquire instance attribute ownership; The joined federate owns instance attributes; The federate is not a federation execution member; The specified federation execution does not exist; Not connected; RTI internal error. no extracted_preconditions=9; extracted_postconditions=4; extracted_exceptions=7; 2025 Java method(s): resignFederationExecution,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-federate-membership-and-resign-services; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-012,IEEE Std 1516.1-2025 Federate Interface Specification,4.13,60,Federate Interface service catalog,Federation management,Federate Resigned †,P0,1-fi-service-and-binding-disposition,"Implement and expose the Federate Resigned callback service from FI clause 4.13, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-federate-membership-and-resign-services.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.13.3 precondition item(s) (1 extracted) and exception/failure outcomes: Federate internal error. no extracted_preconditions=1; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): federateResigned,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-federate-membership-and-resign-services; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-013,IEEE Std 1516.1-2025 Federate Interface Specification,4.14,60,Federate Interface service catalog,Federation management,Register Federation Synchronization Point,P1,1-fi-service-and-binding-disposition,"Implement and expose the Register Federation Synchronization Point RTI service from FI clause 4.14, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.14.3 precondition item(s) (7 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=7; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): registerFederationSynchronizationPoint,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-synchronization-point-services; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-014,IEEE Std 1516.1-2025 Federate Interface Specification,4.15,61,Federate Interface service catalog,Federation management,Confirm Synchronization Point Registration †,P1,1-fi-service-and-binding-disposition,"Implement and expose the Confirm Synchronization Point Registration callback service from FI clause 4.15, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,"Boundary tests shall cover clause 4.15.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate internal error. no extracted_preconditions=5; extracted_postconditions=2; extracted_exceptions=1; 2025 Java method(s): synchronizationPointRegistrationFailed, synchronizationPointRegistrationSucceeded",high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-synchronization-point-services; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-015,IEEE Std 1516.1-2025 Federate Interface Specification,4.16,62,Federate Interface service catalog,Federation management,Announce Synchronization Point †,P1,1-fi-service-and-binding-disposition,"Implement and expose the Announce Synchronization Point callback service from FI clause 4.16, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.16.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): announceSynchronizationPoint,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-synchronization-point-services; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-016,IEEE Std 1516.1-2025 Federate Interface Specification,4.17,63,Federate Interface service catalog,Federation management,Synchronization Point Achieved,P1,1-fi-service-and-binding-disposition,"Implement and expose the Synchronization Point Achieved RTI service from FI clause 4.17, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.17.3 precondition item(s) (6 extracted) and exception/failure outcomes: The synchronization point label is not announced; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=6; extracted_postconditions=1; extracted_exceptions=6; 2025 Java method(s): synchronizationPointAchieved,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-synchronization-point-services; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-017,IEEE Std 1516.1-2025 Federate Interface Specification,4.18,64,Federate Interface service catalog,Federation management,Federation Synchronized †,P1,1-fi-service-and-binding-disposition,"Implement and expose the Federation Synchronized callback service from FI clause 4.18, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-synchronization-point-services.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.18.3 precondition item(s) (7 extracted) and exception/failure outcomes: Federate internal error. no extracted_preconditions=7; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): federationSynchronized,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-synchronization-point-services; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-018,IEEE Std 1516.1-2025 Federate Interface Specification,4.19,65,Federate Interface service catalog,Federation management,Request Federation Save,P1,1-fi-service-and-binding-disposition,"Implement and expose the Request Federation Save RTI service from FI clause 4.19, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-save-restore-lifecycle.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.19.3 precondition item(s) (8 extracted) and exception/failure outcomes: Timestamp has already passed (if optional timestamp argument supplied); Timestamp is invalid (if optional timestamp argument is supplied); Federate may not use the timestamp argument (if optional timestamp argument is supplied); Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI int…. no extracted_preconditions=8; extracted_postconditions=2; extracted_exceptions=8; 2025 Java method(s): requestFederationSave,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-save-restore-lifecycle; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-019,IEEE Std 1516.1-2025 Federate Interface Specification,4.20,67,Federate Interface service catalog,Federation management,Initiate Federate Save †,P1,1-fi-service-and-binding-disposition,"Implement and expose the Initiate Federate Save callback service from FI clause 4.20, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-save-restore-lifecycle.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.20.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=1; 2025 Java method(s): initiateFederateSave,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-save-restore-lifecycle; owner:federation-management-bounded-proof
2025,HLA2025-FI-SVC-020,IEEE Std 1516.1-2025 Federate Interface Specification,4.21,67,Federate Interface service catalog,Federation management,Federate Save Begun,P1,1-fi-service-and-binding-disposition,"Implement and expose the Federate Save Begun RTI service from FI clause 4.21, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-save-restore-lifecycle.,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/federation_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla-rti-core/src/hla/rti/factory.py,Boundary tests shall cover clause 4.21.3 precondition item(s) (6 extracted) and exception/failure outcomes: Save not initiated; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=6; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): federateSaveBegun,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:federation-management; priority:p1; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-save-restore-lifecycle; owner:federation-management-bounded-proof
